# Data format: "%int(Month)/%int(Day)/%int(Year) %int(Hours):%int(Minutes):%float(Seconds) %float(StepIndex),%float(StepHeading),%float(StepDistanceX),%float(StepDistanceY),%float(StepDistance),%float(StepTime),%float(StepAmplitude),%float(StepDutyCucle),%float(StepRatio),%float(Altitude),%float(Confidence),%float(AltitudeOffset) %int(BatteryLevel) %float(RawGyroX),%float(RawGyroY),%float(RawGyroZ) %float(RawAccelX),%float(RawAccelY),%float(RawAccelZ) %float(RawCompassX),%float(RawCompassY),%float(RawCompassZ) %float(CorrectedGyroX),%float(CorrectedGyroY),%float(CorrectedGyroZ) %float(CorrectedAccelX),%float(CorrectedAccelY),%float(CorrectedAccelZ) %float(CorrectedCompassX),%float(CorrectedCompassY),%float(CorrectedCompassZ) %float(LinearAccelX),%float(LinearAccelY),%float(LinearAccelZ)"
06/17/24 13:21:05.346092 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 94 -0.00106,-0.81443,1.64803 -0.17780,0.62915,-0.28595 0.06000,-0.37350,0.16350 -0.00106,-0.81443,1.64803 -0.17780,0.62915,-0.28595 0.01235,-0.38009,0.17121 -0.21705,-0.39156,-0.30316
06/17/24 13:21:05.387867 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 94 -0.96987,-0.52060,1.27541 -0.21906,0.76788,-0.48450 0.04050,-0.38700,0.15750 -0.96987,-0.52060,1.27541 -0.21906,0.76788,-0.48450 0.04124,-0.38563,0.15802 -0.18953,-0.42691,-0.71275
06/17/24 13:21:05.431261 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 94 -0.97839,-0.14159,0.96667 0.03918,0.86304,-0.39484 0.03900,-0.40650,0.14550 -0.97839,-0.14159,0.96667 0.03918,0.86304,-0.39484 0.04007,-0.40507,0.14601 -0.09433,-0.13056,-0.37074
06/17/24 13:21:05.475151 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 94 -1.12424,-1.08059,0.34707 0.08057,0.89954,-0.26685 0.02400,-0.42300,0.12750 -1.12424,-1.08059,0.34707 0.08057,0.89954,-0.26685 0.02363,-0.42224,0.12843 -0.13246,-0.10448,-0.25955
06/17/24 13:21:05.518346 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 94 -1.13914,-0.69626,0.52486 -0.02142,1.01599,-0.14545 0.02850,-0.43200,0.10500 -1.13914,-0.69626,0.52486 -0.02142,1.01599,-0.14545 0.02799,-0.43113,0.10551 -0.21882,-0.04429,-0.30429
06/17/24 13:21:05.562029 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 94 -0.31193,-0.66006,0.64090 0.10474,1.04871,-0.10309 0.01650,-0.45300,0.09300 -0.31193,-0.66006,0.64090 0.10474,1.04871,-0.10309 0.01738,-0.45184,0.09241 -0.21075,0.01688,-0.20720
06/17/24 13:21:05.608158 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 94 -0.22783,-1.66187,1.57777 0.17761,1.02216,-0.14648 0.02100,-0.45600,0.08400 -0.22783,-1.66187,1.57777 0.17761,1.02216,-0.14648 0.02338,-0.45433,0.08615 -0.15288,0.01996,-0.18468
06/17/24 13:21:05.651439 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 94 -0.94538,-2.30490,2.80314 0.21716,1.04205,-0.09027 0.00300,-0.46800,0.07200 -0.94538,-2.30490,2.80314 0.21716,1.04205,-0.09027 0.00357,-0.46694,0.07400 -0.20443,0.02243,-0.23246
06/17/24 13:21:05.695190 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 94 -0.48973,-1.94825,1.84179 0.20056,1.19110,-0.03461 -0.02850,-0.48150,0.05100 -0.48973,-1.94825,1.84179 0.20056,1.19110,-0.03461 -0.02703,-0.48146,0.05100 -0.27693,0.10224,-0.41052
06/17/24 13:21:05.738659 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 94 -0.92515,-1.26477,-1.22538 0.33759,1.00067,-0.26288 -0.03000,-0.49650,0.04200 -0.92515,-1.26477,-1.22538 0.33759,1.00067,-0.26288 -0.03267,-0.49370,0.04165 -0.01125,0.06897,-0.20393
06/17/24 13:21:05.782372 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 94 -1.49260,-0.09795,-0.92941 0.13129,0.52277,0.15906 -0.01950,-0.49800,0.02400 -1.49260,-0.09795,-0.92941 0.13129,0.52277,0.15906 -0.01934,-0.49729,0.02443 -0.26294,-0.52106,-0.13155
06/17/24 13:21:05.826109 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 94 1.79069,-1.42978,2.68710 0.29059,0.89392,-0.21967 -0.01800,-0.49650,0.01350 1.79069,-1.42978,2.68710 0.29059,0.89392,-0.21967 -0.01760,-0.49646,0.01355 -0.01268,-0.04990,-0.17013
06/17/24 13:21:05.869572 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 94 -0.65048,-1.85031,0.87086 0.46594,0.88000,-0.08508 -0.03900,-0.49350,0.03150 -0.65048,-1.85031,0.87086 0.46594,0.88000,-0.08508 -0.03703,-0.49507,0.03268 -0.18099,-0.01987,-0.07304
06/17/24 13:21:05.913335 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 94 -0.43862,-2.69881,0.85276 0.39520,0.83490,-0.06744 -0.04050,-0.50550,0.01650 -0.43862,-2.69881,0.85276 0.39520,0.83490,-0.06744 -0.04245,-0.50497,0.01835 -0.16366,-0.09792,-0.13138
06/17/24 13:21:05.956575 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 94 -1.11785,-2.06323,0.77185 0.18671,0.91211,-0.22467 -0.04200,-0.50400,0.00000 -1.11785,-2.06323,0.77185 0.18671,0.91211,-0.22467 -0.04186,-0.50423,0.00173 0.07628,-0.07518,-0.23701
06/17/24 13:21:06.000527 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 94 0.32152,-0.92303,0.83040 0.19873,1.16431,-0.06073 -0.04800,-0.51300,-0.01800 0.32152,-0.92303,0.83040 0.19873,1.16431,-0.06073 -0.04590,-0.51479,-0.01525 -0.04222,0.11038,-0.40505
06/17/24 13:21:06.044309 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 94 0.02342,-0.90386,0.55893 0.60388,0.71613,-0.02533 -0.06000,-0.51750,-0.00600 0.02342,-0.90386,0.55893 0.60388,0.71613,-0.02533 -0.05970,-0.51679,-0.00665 -0.30375,-0.11593,0.06561
06/17/24 13:21:06.087597 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 94 1.06888,-0.81018,1.53731 0.36816,0.86908,-0.21405 -0.06750,-0.51750,-0.00450 1.06888,-0.81018,1.53731 0.36816,0.86908,-0.21405 -0.06414,-0.52084,-0.00761 0.01268,-0.03903,-0.11415
06/17/24 13:21:06.131500 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 94 1.80985,0.52699,1.81624 0.49469,1.00085,-0.48987 -0.09000,-0.51000,0.02550 1.80985,0.52699,1.81624 0.49469,1.00085,-0.48987 -0.08728,-0.51178,0.02224 0.15841,0.20746,-0.05785
06/17/24 13:21:06.174817 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 94 0.40562,0.78569,1.03162 0.51978,0.64008,-0.28143 -0.12600,-0.49950,0.04200 0.40562,0.78569,1.03162 0.51978,0.64008,-0.28143 -0.10172,-0.50437,0.03474 -0.01982,-0.12932,0.02424
06/17/24 13:21:06.218612 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 94 -0.99223,0.52379,0.23635 0.68823,0.80072,-0.46405 -0.15300,-0.49500,0.04650 -0.99223,0.52379,0.23635 0.68823,0.80072,-0.46405 -0.13960,-0.49664,0.04345 0.10367,0.14623,0.07459
06/17/24 13:21:06.262604 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 94 -0.98477,0.15011,0.19376 0.60492,0.50214,-0.28217 -0.16800,-0.50700,0.03150 -0.98477,0.15011,0.19376 0.60492,0.50214,-0.28217 -0.15114,-0.50015,0.03992 -0.01227,-0.18156,0.16641
06/17/24 13:21:06.305943 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 94 -2.24315,0.67177,3.55264 0.32257,0.24115,-0.27454 -0.17550,-0.50700,0.01500 -2.24315,0.67177,3.55264 0.32257,0.24115,-0.27454 -0.17427,-0.50731,0.01592 0.12792,-0.55515,0.15271
06/17/24 13:21:06.350004 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 94 -1.51070,1.28606,3.73681 1.05133,0.41693,0.01654 -0.27900,-0.47850,-0.01050 -1.51070,1.28606,3.73681 1.05133,0.41693,0.01654 -0.25828,-0.48587,-0.00544 -0.25773,0.09512,0.11699
06/17/24 13:21:06.393328 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 94 -1.18066,1.11040,0.21399 0.61224,0.45996,0.05078 -0.31950,-0.46950,-0.03600 -1.18066,1.11040,0.21399 0.61224,0.45996,0.05078 -0.31813,-0.46972,-0.03352 -0.04063,-0.24542,-0.13395
06/17/24 13:21:06.437187 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 94 0.86660,-0.97732,-1.01565 0.96515,0.61334,-0.06213 -0.32400,-0.47250,-0.04950 0.86660,-0.97732,-1.01565 0.96515,0.61334,-0.06213 -0.32469,-0.47340,-0.04918 -0.01036,0.14516,-0.00847
06/17/24 13:21:06.481313 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 94 0.18950,-1.27754,-2.00361 0.69110,0.58496,-0.14508 -0.28650,-0.47850,-0.02700 0.18950,-1.27754,-2.00361 0.69110,0.58496,-0.14508 -0.32028,-0.47561,-0.04696 0.06181,-0.08576,-0.03445
06/17/24 13:21:06.524791 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 94 -0.80059,-1.27222,-2.42307 0.83319,0.76587,-0.05145 -0.24600,-0.50400,-0.01950 -0.80059,-1.27222,-2.42307 0.83319,0.76587,-0.05145 -0.26038,-0.49831,-0.02419 -0.09444,0.12755,-0.05592
06/17/24 13:21:06.568716 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 94 -0.87725,-0.75056,0.52273 0.80688,0.74219,-0.28339 -0.21450,-0.52050,-0.03600 -0.87725,-0.75056,0.52273 0.80688,0.74219,-0.28339 -0.25105,-0.50258,-0.02543 0.07818,0.12445,0.10824
06/17/24 13:21:06.612355 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 94 -2.55722,-0.88150,2.04833 0.83270,0.85638,-0.11908 -0.22800,-0.51750,-0.05850 -2.55722,-0.88150,2.04833 0.83270,0.85638,-0.11908 -0.24534,-0.50583,-0.03173 0.02658,0.19831,-0.06574
06/17/24 13:21:06.656260 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 94 -0.30448,-0.31406,-0.98477 0.96149,0.46948,0.04218 -0.25950,-0.51900,-0.08400 -0.30448,-0.31406,-0.98477 0.96149,0.46948,0.04218 -0.25780,-0.51740,-0.08303 -0.27977,0.02927,0.09477
06/17/24 13:21:06.700160 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 94 1.40530,-0.44820,-1.72788 0.68597,0.71552,-0.12903 -0.23700,-0.52950,-0.08250 1.40530,-0.44820,-1.72788 0.68597,0.71552,-0.12903 -0.25404,-0.51503,-0.08898 0.02966,-0.00100,-0.01728
06/17/24 13:21:06.743894 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 94 1.55434,-0.84424,-0.47801 0.62683,0.53430,-0.10120 -0.21600,-0.52350,-0.05850 1.55434,-0.84424,-0.47801 0.62683,0.53430,-0.10120 -0.21981,-0.52546,-0.06254 -0.08111,-0.17476,0.03217
06/17/24 13:21:06.787888 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 94 0.16608,-0.49185,-0.28532 0.67328,0.59485,-0.30762 -0.19950,-0.51900,-0.02700 0.16608,-0.49185,-0.28532 0.67328,0.59485,-0.30762 -0.21089,-0.51903,-0.04047 0.02329,-0.05924,0.12731
06/17/24 13:21:06.831335 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 94 -0.24273,0.16715,-0.70691 0.54578,0.62958,-0.26099 -0.19200,-0.52650,-0.02400 -0.24273,0.16715,-0.70691 0.54578,0.62958,-0.26099 -0.19339,-0.52544,-0.02822 0.05282,-0.12961,0.04454
06/17/24 13:21:06.875440 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 94 0.14266,0.75056,-1.25199 0.46942,0.57288,-0.21484 -0.17550,-0.53400,-0.03150 0.14266,0.75056,-1.25199 0.46942,0.57288,-0.21484 -0.19231,-0.52595,-0.02845 0.03738,-0.23103,0.04456
06/17/24 13:21:06.918861 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 94 1.07314,1.13914,-2.33471 0.95581,0.88623,-0.10059 -0.15600,-0.54150,-0.03900 1.07314,1.13914,-2.33471 0.95581,0.88623,-0.10059 -0.16139,-0.53923,-0.03651 -0.27186,0.27319,0.11904
06/17/24 13:21:06.962784 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 94 0.78462,0.60470,-6.90725 0.22180,1.17780,-0.69806 -0.07350,-0.54300,-0.00150 0.78462,0.60470,-6.90725 0.22180,1.17780,-0.69806 -0.07974,-0.54304,-0.00447 0.43494,0.31655,0.03472
06/17/24 13:21:07.006899 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 94 -4.43627,-0.58341,-6.57296 0.27472,1.04608,-0.50067 0.07650,-0.51000,-0.02700 -4.43627,-0.58341,-6.57296 0.27472,1.04608,-0.50067 0.06333,-0.51399,-0.01783 0.18738,0.11164,0.38675
06/17/24 13:21:07.050462 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 94 -5.10379,0.68774,-8.08898 0.52869,0.09009,-0.18616 0.18900,-0.45900,-0.10350 -5.10379,0.68774,-8.08898 0.52869,0.09009,-0.18616 0.18213,-0.46247,-0.09882 -0.14146,-1.05663,0.54687
06/17/24 13:21:07.094538 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 94 -4.37559,2.76801,-12.65620 -0.24384,0.03058,0.05579 0.30600,-0.33300,-0.14550 -4.37559,2.76801,-12.65620 -0.24384,0.03058,0.05579 0.29925,-0.34079,-0.14491 0.05171,-0.80424,-0.15002
06/17/24 13:21:07.138330 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 94 -3.79963,4.70455,-10.22354 -0.73438,-0.19464,0.13831 0.38550,-0.05250,-0.09000 -3.79963,4.70455,-10.22354 -0.73438,-0.19464,0.13831 0.38518,-0.07671,-0.10182 0.04095,-0.33446,-0.38949
06/17/24 13:21:07.182352 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 94 -1.04759,4.36175,-0.51315 -1.30994,-0.10242,0.29260 0.33450,0.11850,-0.00450 -1.04759,4.36175,-0.51315 -1.30994,-0.10242,0.29260 0.33756,0.11223,-0.00886 -0.29040,0.30478,-0.15888
06/17/24 13:21:07.226552 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 94 1.19983,3.01394,2.00787 -0.82526,-0.26019,0.22894 0.28200,0.12300,0.08850 1.19983,3.01394,2.00787 -0.82526,-0.26019,0.22894 0.28773,0.12491,0.07902 -0.32361,-0.23954,-0.34372
06/17/24 13:21:07.270034 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 94 3.86457,0.44927,1.62993 -0.83447,-0.45136,0.16418 0.24450,0.11250,0.08850 3.86457,0.44927,1.62993 -0.83447,-0.45136,0.16418 0.24763,0.11482,0.08978 -0.20727,-0.29148,-0.61812
06/17/24 13:21:07.313998 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 94 3.89225,-1.64058,-3.37165 -0.93268,-0.98071,-0.10236 0.20100,0.12750,0.06600 3.89225,-1.64058,-3.37165 -0.93268,-0.98071,-0.10236 0.20379,0.12545,0.06697 0.26049,-0.05186,-0.93559
06/17/24 13:21:07.357712 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 94 5.77556,-4.22335,0.65261 -1.52234,-0.21790,-0.19006 0.20250,0.17100,-0.01200 5.77556,-4.22335,0.65261 -1.52234,-0.21790,-0.19006 0.20102,0.16629,-0.00224 0.08845,0.54566,0.06500
06/17/24 13:21:07.401716 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 94 -5.29861,-3.32587,-7.89522 -1.64117,-0.51904,0.16846 0.22800,0.16050,-0.06750 -5.29861,-3.32587,-7.89522 -1.64117,-0.51904,0.16846 0.22786,0.15650,-0.05592 0.06461,0.72239,-0.14299
06/17/24 13:21:07.445810 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 94 -1.68103,-2.87447,0.59193 -2.00000,0.48273,-0.23315 0.17550,0.24000,-0.06300 -1.68103,-2.87447,0.59193 -2.00000,0.48273,-0.23315 0.17822,0.23740,-0.06274 0.03185,0.46969,1.45821
06/17/24 13:21:07.489452 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 94 0.96561,-2.18992,-3.74107 -0.53375,-0.01575,0.28778 0.22350,0.20850,-0.07950 0.96561,-2.18992,-3.74107 -0.53375,-0.01575,0.28778 0.22051,0.21179,-0.07703 -0.16914,-0.43874,0.15600
06/17/24 13:21:07.533484 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 94 1.67039,-1.22218,0.83786 -1.11530,-0.20160,0.16602 0.16050,0.28050,-0.12450 1.67039,-1.22218,0.83786 -1.11530,-0.20160,0.16602 0.16470,0.27614,-0.12219 0.11188,0.04191,0.46259
06/17/24 13:21:07.576989 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 94 -1.79814,-2.29851,2.25380 -0.88709,0.04242,0.30859 0.17250,0.26100,-0.15900 -1.79814,-2.29851,2.25380 -0.88709,0.04242,0.30859 0.17144,0.26227,-0.15773 -0.07527,-0.17263,0.44016
06/17/24 13:21:07.621239 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 94 1.90673,0.66645,2.82869 -0.58838,0.04187,0.04456 0.20850,0.21750,-0.17550 1.90673,0.66645,2.82869 -0.58838,0.04187,0.04456 0.20366,0.22419,-0.17136 0.13117,-0.49488,0.27853
06/17/24 13:21:07.665245 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 94 -0.78782,0.02236,-2.65623 -1.44806,-0.21185,1.11230 0.22950,0.19650,-0.17850 -0.78782,0.02236,-2.65623 -1.44806,-0.21185,1.11230 0.22951,0.19605,-0.17852 -0.40570,0.79154,0.06897
06/17/24 13:21:07.708841 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 94 0.39391,-0.63132,4.65345 -1.15894,-0.44843,0.82709 0.21300,0.20250,-0.18000 0.39391,-0.63132,4.65345 -1.15894,-0.44843,0.82709 0.21325,0.20472,-0.17902 -0.09407,0.46780,-0.25495
06/17/24 13:21:07.753133 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 94 0.64622,-1.83647,1.99829 -0.68518,-0.23920,0.50073 0.25500,0.13650,-0.19950 0.64622,-1.83647,1.99829 -0.68518,-0.23920,0.50073 0.25259,0.14313,-0.19401 0.00567,-0.13877,-0.18887
06/17/24 13:21:07.796861 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 94 2.29851,-1.04120,0.29596 -0.87469,-0.16693,0.48291 0.26850,0.10500,-0.21750 2.29851,-1.04120,0.29596 -0.87469,-0.16693,0.48291 0.26723,0.10701,-0.21652 0.16335,-0.00878,-0.13026
06/17/24 13:21:07.841135 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 94 2.05152,-0.01278,1.04971 -1.00201,-0.07953,0.33350 0.26850,0.10800,-0.25350 2.05152,-0.01278,1.04971 -1.00201,-0.07953,0.33350 0.26796,0.11053,-0.24900 0.34305,0.00194,-0.00446
06/17/24 13:21:07.885251 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 94 3.10017,1.36484,0.42265 -0.77948,0.35968,0.42773 0.28350,0.09300,-0.25200 3.10017,1.36484,0.42265 -0.77948,0.35968,0.42773 0.28041,0.09713,-0.25604 -0.07563,-0.06443,0.19725
06/17/24 13:21:07.928823 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 94 0.66965,0.79314,-1.66932 -0.79028,0.11926,0.45697 0.28650,0.07050,-0.23250 0.66965,0.79314,-1.66932 -0.79028,0.11926,0.45697 0.28547,0.07311,-0.23444 0.00165,-0.08189,-0.06828
06/17/24 13:21:07.973044 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 94 1.51070,0.17353,0.49505 -0.64850,0.12006,0.60101 0.28350,0.06900,-0.24000 1.51070,0.17353,0.49505 -0.64850,0.12006,0.60101 0.28383,0.07187,-0.23984 -0.16484,-0.14189,-0.18069
06/17/24 13:21:08.016631 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 94 2.20589,0.57064,-2.09198 -0.90137,0.33398,0.29962 0.27600,0.05400,-0.24600 2.20589,0.57064,-2.09198 -0.90137,0.33398,0.29962 0.28026,0.06124,-0.24498 -0.02890,-0.00877,0.17437
06/17/24 13:21:08.060764 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 94 -0.10540,0.77717,0.49931 -0.91003,0.28485,0.15839 0.28200,0.06000,-0.25650 -0.10540,0.77717,0.49931 -0.91003,0.28485,0.15839 0.28166,0.05974,-0.25734 0.03418,-0.06135,0.22840
06/17/24 13:21:08.104571 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 94 -0.80272,1.01032,-0.67177 -0.99829,0.11713,0.38141 0.28650,0.06000,-0.24150 -0.80272,1.01032,-0.67177 -0.99829,0.11713,0.38141 0.28192,0.05355,-0.25584 0.02807,0.07306,-0.05935
06/17/24 13:21:08.148717 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 94 -0.47908,0.60364,0.65261 -0.83685,-0.00287,0.34961 0.28500,0.06750,-0.23100 -0.47908,0.60364,0.65261 -0.83685,-0.00287,0.34961 0.28533,0.06590,-0.23094 0.04179,-0.10319,-0.12860
06/17/24 13:21:08.192931 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 94 0.07559,0.27041,-0.80698 -0.94196,0.21191,0.34326 0.28350,0.06900,-0.21300 0.07559,0.27041,-0.80698 -0.94196,0.21191,0.34326 0.28706,0.05994,-0.21264 -0.08067,0.02065,0.04228
06/17/24 13:21:08.236513 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 94 -0.83253,-0.40030,-0.73672 -0.73578,0.06854,0.30029 0.27300,0.08850,-0.21000 -0.83253,-0.40030,-0.73672 -0.73578,0.06854,0.30029 0.28222,0.07567,-0.21131 -0.02511,-0.20341,-0.03252
06/17/24 13:21:08.305620 0.00000,299.82001,0.10990,-0.19174,0.22100,0.50900,0.14600,0.48400,0.03900,179.10770,100.00000,0.05578 94 0.80059,-0.36197,-2.00787 -1.06818,-0.12085,0.34949 0.26850,0.11850,-0.19950 0.80059,-0.36197,-2.00787 -1.06818,-0.12085,0.34949 0.28033,0.10222,-0.20053 0.12331,0.12225,-0.05555
06/17/24 13:21:08.349424 0.00000,299.82001,0.10990,-0.19174,0.22100,0.50900,0.14600,0.48400,0.03900,179.10770,100.00000,0.05578 94 -1.41701,-0.96880,-1.03162 -0.86969,0.06000,0.37891 0.25950,0.13500,-0.21150 -1.41701,-0.96880,-1.03162 -0.86969,0.06000,0.37891 0.26094,0.13411,-0.21330 -0.04113,-0.05203,0.05650
06/17/24 13:21:08.393715 0.00000,299.82001,0.10990,-0.19174,0.22100,0.50900,0.14600,0.48400,0.03900,179.10770,100.00000,0.05578 94 -1.86415,-0.56531,-0.32790 -1.11926,-0.31116,0.15643 0.25350,0.14100,-0.21600 -1.86415,-0.56531,-0.32790 -1.11926,-0.31116,0.15643 0.25403,0.14047,-0.21633 0.39940,0.10053,0.05788
