# Data format: "%int(Month)/%int(Day)/%int(Year) %int(Hours):%int(Minutes):%float(Seconds) %float(StepIndex),%float(StepHeading),%float(StepDistanceX),%float(StepDistanceY),%float(StepDistance),%float(StepTime),%float(StepAmplitude),%float(StepDutyCucle),%float(StepRatio),%float(Altitude),%float(Confidence),%float(AltitudeOffset) %int(BatteryLevel) %float(RawGyroX),%float(RawGyroY),%float(RawGyroZ) %float(RawAccelX),%float(RawAccelY),%float(RawAccelZ) %float(RawCompassX),%float(RawCompassY),%float(RawCompassZ) %float(CorrectedGyroX),%float(CorrectedGyroY),%float(CorrectedGyroZ) %float(CorrectedAccelX),%float(CorrectedAccelY),%float(CorrectedAccelZ) %float(CorrectedCompassX),%float(CorrectedCompassY),%float(CorrectedCompassZ) %float(LinearAccelX),%float(LinearAccelY),%float(LinearAccelZ)"
06/13/24 12:29:40.936276 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 100 -0.01490,-0.00213,0.00426 0.24225,0.95319,0.15619 -0.43050,0.13050,0.14400 -0.01490,-0.00213,0.00426 0.24225,0.95319,0.15619 -0.42972,0.13090,0.14440 0.00223,-0.05745,0.32131
06/13/24 12:29:40.974827 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 100 -0.00319,0.00532,0.00426 0.24365,0.95258,0.14874 -0.42600,0.13200,0.14850 -0.00319,0.00532,0.00426 0.24365,0.95258,0.14874 -0.42594,0.13185,0.14825 -0.00439,-0.05766,0.31761
06/13/24 12:29:41.018108 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 100 -0.00106,-0.00319,0.00532 0.24493,0.94238,0.14423 -0.42750,0.13050,0.15000 -0.00106,-0.00319,0.00532 0.24493,0.94238,0.14423 -0.42833,0.13097,0.15032 -0.00604,-0.06578,0.30995
06/13/24 12:29:41.056740 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 100 -0.00639,-0.00106,0.00852 0.24438,0.95221,0.14648 -0.43050,0.13200,0.14850 -0.00639,-0.00106,0.00852 0.24438,0.95221,0.14648 -0.42974,0.13180,0.14884 -0.00609,-0.05767,0.31600
06/13/24 12:29:41.100643 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 100 -0.01916,-0.01065,-0.00319 0.24323,0.94543,0.15082 -0.42600,0.12450,0.14400 -0.01916,-0.01065,-0.00319 0.24323,0.94543,0.15082 -0.42612,0.12743,0.14613 -0.00082,-0.06378,0.31504
06/13/24 12:29:41.143913 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 100 -0.00213,0.01490,-0.01384 0.24500,0.94702,0.14905 -0.42750,0.13050,0.14250 -0.00213,0.01490,-0.01384 0.24500,0.94702,0.14905 -0.42926,0.12996,0.14142 -0.00260,-0.06154,0.31365
06/13/24 12:29:41.182499 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 100 -0.00745,0.00213,-0.00958 0.24188,0.94873,0.14880 -0.42750,0.13350,0.15450 -0.00745,0.00213,-0.00958 0.24188,0.94873,0.14880 -0.42798,0.13241,0.15428 -0.00410,-0.06172,0.31679
06/13/24 12:29:41.225780 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 100 -0.01065,0.00319,0.00000 0.24115,0.94629,0.14984 -0.42900,0.12750,0.15000 -0.01065,0.00319,0.00000 0.24115,0.94629,0.14984 -0.42968,0.12796,0.14877 -0.00284,-0.06413,0.31656
06/13/24 12:29:41.264336 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 100 -0.00426,0.00000,0.01703 0.24902,0.94440,0.14984 -0.42750,0.13350,0.15000 -0.00426,0.00000,0.01703 0.24902,0.94440,0.14984 -0.42809,0.13098,0.14766 -0.00041,-0.06151,0.30918
06/13/24 12:29:41.308109 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 100 -0.00745,-0.01703,0.00745 0.24133,0.95038,0.14917 -0.43500,0.13050,0.14550 -0.00745,-0.01703,0.00745 0.24133,0.95038,0.14917 -0.43377,0.13097,0.14622 -0.00418,-0.06060,0.31814
06/13/24 12:29:41.346210 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 100 0.00958,0.00532,-0.00106 0.24518,0.94702,0.15051 -0.42750,0.13050,0.14700 0.00958,0.00532,-0.00106 0.24518,0.94702,0.15051 -0.43002,0.12941,0.14430 -0.00131,-0.06130,0.31377
06/13/24 12:29:41.389969 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 100 0.00106,0.00319,0.00213 0.24597,0.95288,0.14349 -0.42450,0.12900,0.14550 0.00106,0.00319,0.00213 0.24597,0.95288,0.14349 -0.42555,0.12955,0.14554 -0.00894,-0.05641,0.31407
06/13/24 12:29:41.428078 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 100 -0.00852,-0.00958,0.00745 0.24524,0.94336,0.14966 -0.43200,0.13200,0.14700 -0.00852,-0.00958,0.00745 0.24524,0.94336,0.14966 -0.43235,0.13225,0.14767 -0.00124,-0.06455,0.31208
06/13/24 12:29:41.471836 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 100 -0.00532,-0.00319,0.01171 0.24280,0.95044,0.14703 -0.43650,0.12900,0.14850 -0.00532,-0.00319,0.01171 0.24280,0.95044,0.14703 -0.43617,0.12949,0.14818 -0.00583,-0.06011,0.31699
06/13/24 12:29:41.510429 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 100 -0.00958,0.00426,0.00852 0.24487,0.94855,0.14252 -0.43500,0.13650,0.14100 -0.00958,0.00426,0.00852 0.24487,0.94855,0.14252 -0.43504,0.13603,0.14226 -0.00912,-0.06090,0.31310
06/13/24 12:29:41.553886 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 100 -0.00106,0.00852,-0.01384 0.24347,0.94708,0.14215 -0.42750,0.13200,0.14850 -0.00106,0.00852,-0.01384 0.24347,0.94708,0.14215 -0.42850,0.13242,0.14818 -0.00950,-0.06287,0.31329
06/13/24 12:29:41.592300 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 100 -0.00958,0.00319,-0.00745 0.24512,0.94843,0.15356 -0.42750,0.13500,0.14400 -0.00958,0.00319,-0.00745 0.24512,0.94843,0.15356 -0.42730,0.13479,0.14432 0.00149,-0.06025,0.31628
06/13/24 12:29:41.635742 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 100 0.00319,-0.00213,-0.00213 0.24323,0.94867,0.14618 -0.42900,0.13500,0.14400 0.00319,-0.00213,-0.00213 0.24323,0.94867,0.14618 -0.43018,0.13481,0.14413 -0.00587,-0.06148,0.31567
06/13/24 12:29:41.674072 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 100 0.01278,0.00745,0.00000 0.24823,0.94226,0.14557 -0.42600,0.13350,0.15300 0.01278,0.00745,0.00000 0.24823,0.94226,0.14557 -0.42614,0.13371,0.15243 -0.00384,-0.06426,0.30828
06/13/24 12:29:41.717537 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 100 0.01171,0.00426,-0.00319 0.23907,0.94543,0.15277 -0.42600,0.13200,0.14550 0.01171,0.00426,-0.00319 0.23907,0.94543,0.15277 -0.42776,0.13190,0.14498 0.00007,-0.06606,0.31954
06/13/24 12:29:41.756138 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 100 0.00319,0.00319,0.01171 0.23950,0.94897,0.14728 -0.43200,0.12900,0.14850 0.00319,0.00319,0.01171 0.23950,0.94897,0.14728 -0.43170,0.12875,0.14840 -0.00584,-0.06309,0.31903
06/13/24 12:29:41.799812 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 100 -0.00639,-0.00213,-0.00319 0.24506,0.94659,0.15039 -0.43050,0.13350,0.14700 -0.00639,-0.00213,-0.00319 0.24506,0.94659,0.15039 -0.43110,0.13380,0.14626 -0.00094,-0.06194,0.31425
06/13/24 12:29:41.837910 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 100 0.01597,0.02023,-0.00319 0.23999,0.94720,0.15118 -0.43050,0.13500,0.15300 0.01597,0.02023,-0.00319 0.23999,0.94720,0.15118 -0.42990,0.13497,0.15029 -0.00131,-0.06403,0.31874
06/13/24 12:29:41.881661 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 100 0.00319,0.00532,0.00319 0.24493,0.94592,0.14526 -0.42450,0.13050,0.15450 0.00319,0.00532,0.00319 0.24493,0.94592,0.14526 -0.42678,0.13101,0.15285 -0.00547,-0.06280,0.31223
06/13/24 12:29:41.919701 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 100 0.00213,-0.00532,0.01171 0.24182,0.94183,0.14880 -0.43200,0.12900,0.14700 0.00213,-0.00532,0.01171 0.24182,0.94183,0.14880 -0.43164,0.12996,0.14843 -0.00205,-0.06776,0.31399
06/13/24 12:29:41.963463 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 100 0.01490,0.00319,-0.02129 0.24707,0.94818,0.14490 -0.42300,0.13500,0.15450 0.01490,0.00319,-0.02129 0.24707,0.94818,0.14490 -0.42444,0.13448,0.15470 -0.00555,-0.05985,0.31174
06/13/24 12:29:42.002052 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 100 -0.00213,0.00852,-0.00319 0.24506,0.93817,0.14612 -0.42450,0.12900,0.14700 -0.00213,0.00852,-0.00319 0.24506,0.93817,0.14612 -0.42404,0.13108,0.14583 -0.00278,-0.06935,0.30897
06/13/24 12:29:42.045357 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 100 -0.00745,0.00852,-0.00213 0.24768,0.94354,0.14691 -0.43200,0.13200,0.14550 -0.00745,0.00852,-0.00213 0.24768,0.94354,0.14691 -0.43214,0.13184,0.14523 -0.00287,-0.06332,0.30954
06/13/24 12:29:42.083931 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 100 -0.00426,0.00426,-0.01384 0.24023,0.94507,0.15106 -0.42300,0.13200,0.14400 -0.00426,0.00426,-0.01384 0.24023,0.94507,0.15106 -0.42326,0.13264,0.14416 -0.00103,-0.06571,0.31748
06/13/24 12:29:42.127174 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 100 -0.01065,0.00000,-0.00852 0.24591,0.94928,0.14661 -0.42600,0.12900,0.14250 -0.01065,0.00000,-0.00852 0.24591,0.94928,0.14661 -0.42615,0.12932,0.14324 -0.00484,-0.05934,0.31341
06/13/24 12:29:42.165730 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 100 -0.00852,0.03300,-0.01065 0.23901,0.94537,0.14771 -0.42450,0.13350,0.15150 -0.00852,0.03300,-0.01065 0.23901,0.94537,0.14771 -0.42501,0.13348,0.15064 -0.00441,-0.06617,0.31720
06/13/24 12:29:42.209675 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 100 -0.02023,-0.00958,0.01384 0.24786,0.94257,0.14862 -0.43050,0.13500,0.14850 -0.02023,-0.00958,0.01384 0.24786,0.94257,0.14862 -0.43096,0.13582,0.14457 -0.00114,-0.06381,0.30904
06/13/24 12:29:42.247612 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 100 0.00426,-0.01810,-0.00106 0.24408,0.94952,0.14966 -0.43350,0.13650,0.14700 0.00426,-0.01810,-0.00106 0.24408,0.94952,0.14966 -0.43379,0.13643,0.14756 -0.00233,-0.05991,0.31592
06/13/24 12:29:42.291561 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 100 0.00426,-0.00213,-0.01490 0.24603,0.94562,0.14813 -0.42750,0.12450,0.14700 0.00426,-0.00213,-0.01490 0.24603,0.94562,0.14813 -0.42836,0.12614,0.14700 -0.00245,-0.06222,0.31181
06/13/24 12:29:42.329491 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 100 0.00745,0.00319,0.00532 0.24231,0.93872,0.14960 -0.43200,0.13500,0.14400 0.00745,0.00319,0.00532 0.24231,0.93872,0.14960 -0.43215,0.13510,0.14404 -0.00061,-0.06991,0.31181
06/13/24 12:29:42.373428 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 100 0.00639,0.01278,0.01916 0.24066,0.94946,0.14532 -0.43200,0.13200,0.14400 0.00639,0.01278,0.01916 0.24066,0.94946,0.14532 -0.43374,0.13271,0.14438 -0.00755,-0.06205,0.31734
06/13/24 12:29:42.411533 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 100 -0.01171,0.00532,-0.00745 0.24597,0.94653,0.14844 -0.43050,0.13650,0.15450 -0.01171,0.00532,-0.00745 0.24597,0.94653,0.14844 -0.43101,0.13562,0.15312 -0.00300,-0.06144,0.31234
06/13/24 12:29:42.455322 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 100 -0.01278,-0.00319,0.00319 0.24158,0.94635,0.14996 -0.42900,0.13500,0.15150 -0.01278,-0.00319,0.00319 0.24158,0.94635,0.14996 -0.42607,0.13568,0.14827 -0.00260,-0.06383,0.31624
06/13/24 12:29:42.493881 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 100 -0.01490,0.00745,0.00532 0.24506,0.94830,0.14911 -0.43500,0.13200,0.14850 -0.01490,0.00745,0.00532 0.24506,0.94830,0.14911 -0.43419,0.13222,0.14644 -0.00316,-0.06038,0.31413
06/13/24 12:29:42.537140 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 100 -0.00319,-0.00213,-0.01065 0.24725,0.94879,0.14856 -0.43200,0.13350,0.14850 -0.00319,-0.00213,-0.01065 0.24725,0.94879,0.14856 -0.43220,0.13337,0.14874 -0.00334,-0.05878,0.31226
06/13/24 12:29:42.575707 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 100 0.00426,-0.00958,-0.00426 0.24231,0.94946,0.15051 -0.43650,0.13500,0.15000 0.00426,-0.00958,-0.00426 0.24231,0.94946,0.15051 -0.43552,0.13556,0.14908 -0.00290,-0.06074,0.31723
06/13/24 12:29:42.618977 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 100 0.00532,0.00745,-0.00106 0.23810,0.94733,0.14325 -0.42450,0.13650,0.14850 0.00532,0.00745,-0.00106 0.23810,0.94733,0.14325 -0.42497,0.13572,0.14809 -0.01033,-0.06511,0.31705
06/13/24 12:29:42.662903 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 100 -0.00426,-0.01916,0.00532 0.24146,0.94287,0.14349 -0.42750,0.13350,0.15000 -0.00426,-0.01916,0.00532 0.24146,0.94287,0.14349 -0.42785,0.13364,0.14933 -0.00836,-0.06711,0.31232
06/13/24 12:29:42.701313 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 100 0.01065,0.00426,0.00106 0.24188,0.94421,0.14734 -0.42750,0.13650,0.14250 0.01065,0.00426,0.00106 0.24188,0.94421,0.14734 -0.42760,0.13686,0.14246 -0.00490,-0.06553,0.31385
06/13/24 12:29:42.744778 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 100 0.00852,0.00426,0.01278 0.24255,0.94617,0.15149 -0.43350,0.13050,0.15150 0.00852,0.00426,0.01278 0.24255,0.94617,0.15149 -0.43345,0.13094,0.14913 -0.00104,-0.06331,0.31563
06/13/24 12:29:42.783173 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 100 0.00000,0.00852,-0.00639 0.24677,0.94568,0.14642 -0.42150,0.13350,0.14700 0.00000,0.00852,-0.00639 0.24677,0.94568,0.14642 -0.42218,0.13392,0.14801 -0.00463,-0.06179,0.31045
06/13/24 12:29:42.826618 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 100 0.01171,-0.01171,0.01065 0.24432,0.94574,0.15283 -0.43350,0.12900,0.14700 0.01171,-0.01171,0.01065 0.24432,0.94574,0.15283 -0.43181,0.13019,0.14662 0.00090,-0.06265,0.31442
06/13/24 12:29:42.865208 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 100 -0.00426,0.00213,-0.01384 0.24695,0.94440,0.14789 -0.42750,0.13500,0.13950 -0.00426,0.00213,-0.01384 0.24695,0.94440,0.14789 -0.42697,0.13394,0.14318 -0.00289,-0.06264,0.30999
06/13/24 12:29:42.908489 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 100 -0.00213,-0.01171,0.00426 0.25024,0.94672,0.14392 -0.42150,0.12900,0.14400 -0.00213,-0.01171,0.00426 0.25024,0.94672,0.14392 -0.42304,0.12979,0.14409 -0.00637,-0.05915,0.30720
06/13/24 12:29:42.947010 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 100 -0.00958,-0.00319,0.00426 0.24554,0.95117,0.15167 -0.42900,0.13050,0.15150 -0.00958,-0.00319,0.00426 0.24554,0.95117,0.15167 -0.42885,0.13051,0.15009 -0.00115,-0.05750,0.31578
06/13/24 12:29:42.990780 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 100 -0.00639,0.00106,0.00106 0.24652,0.94171,0.14917 -0.42600,0.12900,0.15000 -0.00639,0.00106,0.00106 0.24652,0.94171,0.14917 -0.42606,0.12891,0.15038 -0.00138,-0.06514,0.30965
06/13/24 12:29:43.028873 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 100 0.00000,-0.00852,0.01810 0.24237,0.94342,0.14795 -0.43050,0.13050,0.14850 0.00000,-0.00852,0.01810 0.24237,0.94342,0.14795 -0.42960,0.13059,0.14965 -0.00369,-0.06605,0.31367
06/13/24 12:29:43.072536 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 100 0.00426,-0.01384,0.01171 0.24310,0.94556,0.15137 -0.43200,0.13650,0.15000 0.00426,-0.01384,0.01171 0.24310,0.94556,0.15137 -0.43270,0.13575,0.14912 -0.00069,-0.06371,0.31534
06/13/24 12:29:43.110577 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 100 0.00852,0.00213,-0.00852 0.23749,0.94354,0.14801 -0.43200,0.13350,0.14550 0.00852,0.00213,-0.00852 0.23749,0.94354,0.14801 -0.43218,0.13393,0.14529 -0.00484,-0.06855,0.31774
06/13/24 12:29:43.154274 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 100 -0.01065,0.01384,0.00852 0.23969,0.94470,0.14435 -0.42600,0.12900,0.14550 -0.01065,0.01384,0.00852 0.23969,0.94470,0.14435 -0.42646,0.12927,0.14513 -0.00811,-0.06669,0.31563
06/13/24 12:29:43.192787 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 100 -0.00319,0.00532,0.00639 0.23975,0.94458,0.14984 -0.43200,0.12750,0.14550 -0.00319,0.00532,0.00639 0.23975,0.94458,0.14984 -0.43234,0.12891,0.14599 -0.00275,-0.06642,0.31715
06/13/24 12:29:43.236027 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 100 -0.00213,0.01171,0.00213 0.24268,0.94739,0.14746 -0.42900,0.13200,0.14250 -0.00213,0.01171,0.00213 0.24268,0.94739,0.14746 -0.42954,0.13216,0.14302 -0.00484,-0.06266,0.31553
06/13/24 12:29:43.274540 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 100 -0.02236,-0.00213,0.00000 0.24072,0.94476,0.14563 -0.43050,0.12900,0.14700 -0.02236,-0.00213,0.00000 0.24072,0.94476,0.14563 -0.43113,0.12903,0.14792 -0.00650,-0.06595,0.31502
06/13/24 12:29:43.317772 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 100 0.00319,0.00213,-0.00958 0.24188,0.94562,0.14960 -0.43350,0.13050,0.15000 0.00319,0.00213,-0.00958 0.24188,0.94562,0.14960 -0.43350,0.13084,0.14912 -0.00234,-0.06443,0.31587
06/13/24 12:29:43.356319 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 100 -0.00639,-0.03407,0.01384 0.24548,0.94727,0.14893 -0.43200,0.13350,0.14850 -0.00639,-0.03407,0.01384 0.24548,0.94727,0.14893 -0.43244,0.13299,0.14873 -0.00226,-0.06125,0.31385
06/13/24 12:29:43.400261 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 100 0.00319,0.00532,-0.00532 0.24255,0.94537,0.14734 -0.43500,0.13800,0.15000 0.00319,0.00532,-0.00532 0.24255,0.94537,0.14734 -0.43374,0.13598,0.14863 -0.00412,-0.06445,0.31464
06/13/24 12:29:43.438164 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 100 0.00852,-0.00639,0.00639 0.24603,0.94696,0.14453 -0.43350,0.13200,0.14400 0.00852,-0.00639,0.00639 0.24603,0.94696,0.14453 -0.43350,0.13229,0.14435 -0.00616,-0.06141,0.31171
06/13/24 12:29:43.482117 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 100 -0.00426,-0.01384,-0.00213 0.24182,0.94745,0.14832 -0.42900,0.12900,0.15150 -0.00426,-0.01384,-0.00213 0.24182,0.94745,0.14832 -0.42977,0.12913,0.15118 -0.00383,-0.06303,0.31654
06/13/24 12:29:43.520176 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 100 -0.02236,-0.00106,0.00958 0.24036,0.94946,0.14453 -0.42450,0.13050,0.14850 -0.02236,-0.00106,0.00958 0.24036,0.94946,0.14453 -0.42549,0.13169,0.14736 -0.00822,-0.06226,0.31736
06/13/24 12:29:43.563885 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 100 0.00213,-0.01065,0.00000 0.24066,0.94550,0.14825 -0.43350,0.13200,0.15150 0.00213,-0.01065,0.00000 0.24066,0.94550,0.14825 -0.43270,0.13110,0.15023 -0.00375,-0.06524,0.31635
06/13/24 12:29:43.607063 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 100 -0.01810,0.00106,-0.01490 0.24677,0.94531,0.14874 -0.42900,0.12900,0.15000 -0.01810,0.00106,-0.01490 0.24677,0.94531,0.14874 -0.42980,0.12921,0.14883 -0.00169,-0.06202,0.31116
06/13/24 12:29:43.645527 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 100 -0.00319,0.01065,0.00852 0.24335,0.94885,0.15027 -0.43350,0.13500,0.14400 -0.00319,0.01065,0.00852 0.24335,0.94885,0.15027 -0.43093,0.13426,0.14456 -0.00182,-0.06074,0.31609
06/13/24 12:29:43.689167 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 100 -0.01278,0.01065,-0.00106 0.23682,0.95465,0.15271 -0.42750,0.13350,0.14700 -0.01278,0.01065,-0.00106 0.23682,0.95465,0.15271 -0.42792,0.13374,0.14746 -0.00225,-0.05917,0.32497
06/13/24 12:29:43.727139 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 100 -0.02874,0.00000,0.00639 0.24261,0.94629,0.14832 -0.43050,0.13500,0.14400 -0.02874,0.00000,0.00639 0.24261,0.94629,0.14832 -0.42952,0.13468,0.14474 -0.00338,-0.06334,0.31462
06/13/24 12:29:43.770805 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 100 -0.01490,-0.01278,-0.00745 0.24457,0.94739,0.14679 -0.42600,0.13050,0.14550 -0.01490,-0.01278,-0.00745 0.24457,0.94739,0.14679 -0.42609,0.13095,0.14573 -0.00436,-0.06144,0.31303
06/13/24 12:29:43.808842 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 100 -0.00319,-0.00639,-0.01278 0.24451,0.95001,0.14764 -0.42750,0.13350,0.14250 -0.00319,-0.00639,-0.01278 0.24451,0.95001,0.14764 -0.42776,0.13349,0.14317 -0.00403,-0.05912,0.31437
