# Data format: "%int(Month)/%int(Day)/%int(Year) %int(Hours):%int(Minutes):%float(Seconds) %float(StepIndex),%float(StepHeading),%float(StepDistanceX),%float(StepDistanceY),%float(StepDistance),%float(StepTime),%float(StepAmplitude),%float(StepDutyCucle),%float(StepRatio),%float(Altitude),%float(Confidence),%float(AltitudeOffset) %int(BatteryLevel) %float(RawGyroX),%float(RawGyroY),%float(RawGyroZ) %float(RawAccelX),%float(RawAccelY),%float(RawAccelZ) %float(RawCompassX),%float(RawCompassY),%float(RawCompassZ) %float(CorrectedGyroX),%float(CorrectedGyroY),%float(CorrectedGyroZ) %float(CorrectedAccelX),%float(CorrectedAccelY),%float(CorrectedAccelZ) %float(CorrectedCompassX),%float(CorrectedCompassY),%float(CorrectedCompassZ) %float(LinearAccelX),%float(LinearAccelY),%float(LinearAccelZ)"
06/13/24 12:28:56.663078 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 100 -0.49292,-0.01703,-0.03833 0.22327,1.06958,0.08008 -0.44700,0.16650,0.14550 -0.49292,-0.01703,-0.03833 0.22327,1.06958,0.08008 -0.41977,0.15835,0.14381 -0.06675,0.03572,0.35083
06/13/24 12:28:56.677891 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 100 -0.73991,-0.00958,-0.23422 0.21332,0.99225,0.12708 -0.43800,0.16350,0.14550 -0.73991,-0.00958,-0.23422 0.21332,0.99225,0.12708 -0.43580,0.16376,0.14415 -0.09772,-0.01506,0.25799
06/13/24 12:28:56.721207 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 100 -0.64303,0.18631,-0.49079 0.07184,0.78253,0.26318 -0.40800,0.13650,0.13800 -0.64303,0.18631,-0.49079 0.07184,0.78253,0.26318 -0.41021,0.13823,0.13886 -0.01616,-0.25026,0.35272
06/13/24 12:28:56.759823 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 100 0.46630,-0.03087,1.40317 0.36316,0.95325,0.04633 -0.41400,0.13200,0.14100 0.46630,-0.03087,1.40317 0.36316,0.95325,0.04633 -0.40887,0.13103,0.13971 -0.10680,0.00958,0.10979
06/13/24 12:28:56.803177 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 100 -0.00745,-0.00639,-0.02449 0.19037,0.93481,0.18054 -0.42450,0.12450,0.14550 -0.00745,-0.00639,-0.02449 0.19037,0.93481,0.18054 -0.42495,0.12502,0.14434 -0.08662,-0.08161,0.30292
06/13/24 12:28:56.841736 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 100 -0.02662,0.01278,-0.01384 0.21423,0.94659,0.15234 -0.41850,0.12900,0.14550 -0.02662,0.01278,-0.01384 0.21423,0.94659,0.15234 -0.41894,0.12942,0.14556 -0.10069,-0.06230,0.27517
06/13/24 12:28:56.885483 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 100 -0.00319,-0.00852,0.00639 0.22418,0.94269,0.15845 -0.42150,0.12600,0.14700 -0.00319,-0.00852,0.00639 0.22418,0.94269,0.15845 -0.42157,0.12598,0.14652 -0.08991,-0.06083,0.27186
06/13/24 12:28:56.928963 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 100 -0.01597,0.00319,0.00958 0.22986,0.95221,0.15210 -0.42000,0.12750,0.14400 -0.01597,0.00319,0.00958 0.22986,0.95221,0.15210 -0.42193,0.12977,0.14492 -0.09571,-0.05059,0.26856
06/13/24 12:28:56.967526 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 100 -0.01916,-0.00958,0.00745 0.23407,0.95343,0.14941 -0.42600,0.13050,0.14100 -0.01916,-0.00958,0.00745 0.23407,0.95343,0.14941 -0.42441,0.13031,0.14294 -0.09647,-0.04795,0.26540
06/13/24 12:28:57.010803 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 100 -0.00319,-0.02662,0.01810 0.23181,0.95032,0.14624 -0.42450,0.13500,0.13950 -0.00319,-0.02662,0.01810 0.23181,0.95032,0.14624 -0.42126,0.13469,0.14189 -0.09929,-0.05230,0.26502
06/13/24 12:28:57.049397 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 100 -0.00106,0.00426,0.00426 0.22845,0.95319,0.15137 -0.42300,0.13200,0.14700 -0.00106,0.00426,0.00426 0.22845,0.95319,0.15137 -0.42078,0.13008,0.14727 -0.09815,-0.05134,0.27217
06/13/24 12:28:57.087894 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 100 -0.00639,0.01597,-0.00639 0.23004,0.95062,0.15070 -0.42150,0.13050,0.14700 -0.00639,0.01597,-0.00639 0.23004,0.95062,0.15070 -0.42325,0.13152,0.14605 -0.09693,-0.05294,0.27016
06/13/24 12:28:57.131081 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 100 0.00000,-0.02023,0.00106 0.23755,0.95148,0.14557 -0.42300,0.12600,0.14400 0.00000,-0.02023,0.00106 0.23755,0.95148,0.14557 -0.42308,0.12700,0.14452 -0.09754,-0.04898,0.26263
06/13/24 12:28:57.174774 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 100 0.00000,-0.00745,0.00532 0.23499,0.95044,0.14941 -0.42900,0.13050,0.15000 0.00000,-0.00745,0.00532 0.23499,0.95044,0.14941 -0.42868,0.13052,0.14940 -0.09550,-0.05105,0.26694
06/13/24 12:28:57.212826 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 100 -0.01490,-0.00532,0.00958 0.23663,0.94659,0.14520 -0.42450,0.12750,0.14550 -0.01490,-0.00532,0.00958 0.23663,0.94659,0.14520 -0.42471,0.12801,0.14556 -0.09688,-0.05402,0.26242
06/13/24 12:28:57.256519 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 100 -0.00958,0.00213,0.02874 0.23920,0.94751,0.15173 -0.42300,0.12600,0.13950 -0.00958,0.00213,0.02874 0.23920,0.94751,0.15173 -0.42378,0.12631,0.13957 -0.09085,-0.05178,0.26577
06/13/24 12:28:57.294518 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 100 0.01171,-0.01490,0.01703 0.23651,0.94861,0.15063 -0.42750,0.13500,0.14550 0.01171,-0.01490,0.01703 0.23651,0.94861,0.15063 -0.42716,0.13400,0.14528 -0.09331,-0.05248,0.26831
06/13/24 12:28:57.338203 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 100 -0.00106,-0.01384,0.00852 0.23553,0.94788,0.14661 -0.42150,0.13200,0.14250 -0.00106,-0.01384,0.00852 0.23553,0.94788,0.14661 -0.42181,0.13131,0.14253 -0.09666,-0.05410,0.26716
06/13/24 12:28:57.376713 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 100 0.00426,-0.00852,0.00106 0.23193,0.94446,0.14996 -0.42600,0.13050,0.14850 0.00426,-0.00852,0.00106 0.23193,0.94446,0.14996 -0.42582,0.13020,0.14838 -0.09451,-0.05874,0.27090
06/13/24 12:28:57.419926 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 100 -0.01278,-0.00852,0.00639 0.23553,0.94910,0.15167 -0.42600,0.12900,0.14850 -0.01278,-0.00852,0.00639 0.23553,0.94910,0.15167 -0.42581,0.12809,0.14835 -0.09304,-0.05297,0.27155
06/13/24 12:28:57.458450 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 100 -0.00958,0.00532,-0.00106 0.23492,0.94922,0.14990 -0.42750,0.12900,0.14250 -0.00958,0.00532,-0.00106 0.23492,0.94922,0.14990 -0.42782,0.12848,0.14292 -0.09449,-0.05336,0.27133
06/13/24 12:28:57.501808 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 100 -0.00213,0.01916,-0.00319 0.23260,0.95233,0.14655 -0.43050,0.12600,0.14550 -0.00213,0.01916,-0.00319 0.23260,0.95233,0.14655 -0.42881,0.12926,0.14687 -0.09957,-0.05229,0.27286
06/13/24 12:28:57.540157 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 100 0.00532,0.00426,-0.00319 0.23859,0.94897,0.15063 -0.42450,0.13200,0.15000 0.00532,0.00426,-0.00319 0.23859,0.94897,0.15063 -0.42412,0.13212,0.14942 -0.09224,-0.05204,0.27023
06/13/24 12:28:57.584000 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 100 -0.00319,0.01171,-0.00852 0.23932,0.95166,0.15192 -0.42600,0.12750,0.14700 -0.00319,0.01171,-0.00852 0.23932,0.95166,0.15192 -0.42446,0.12820,0.14832 -0.09151,-0.04941,0.27207
06/13/24 12:28:57.622013 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 100 -0.01171,0.00213,0.00639 0.24048,0.94702,0.15228 -0.42300,0.12900,0.14100 -0.01171,0.00213,0.00639 0.24048,0.94702,0.15228 -0.42338,0.12873,0.14209 -0.08880,-0.05284,0.26995
06/13/24 12:28:57.665680 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 100 -0.00852,-0.00426,0.01278 0.23499,0.94965,0.15393 -0.42750,0.13350,0.14250 -0.00852,-0.00426,0.01278 0.23499,0.94965,0.15393 -0.42652,0.13186,0.14322 -0.09097,-0.05344,0.27657
06/13/24 12:28:57.703735 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 100 -0.01171,0.01810,0.00000 0.23346,0.95215,0.15100 -0.42300,0.12750,0.14400 -0.01171,0.01810,0.00000 0.23346,0.95215,0.15100 -0.42352,0.12894,0.14452 -0.09475,-0.05236,0.27731
06/13/24 12:28:57.747421 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 100 -0.00745,0.01703,0.00639 0.23145,0.94836,0.14966 -0.43050,0.12750,0.14700 -0.00745,0.01703,0.00639 0.23145,0.94836,0.14966 -0.42867,0.12952,0.14638 -0.09531,-0.05685,0.27703
06/13/24 12:28:57.785934 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 100 -0.00852,0.01490,-0.01490 0.23523,0.95007,0.15100 -0.42150,0.12450,0.13650 -0.00852,0.01490,-0.01490 0.23523,0.95007,0.15100 -0.42265,0.12535,0.13783 -0.09286,-0.05350,0.27619
06/13/24 12:28:57.829136 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 100 0.01171,0.00532,-0.00106 0.24005,0.95428,0.14850 -0.42000,0.12900,0.14100 0.01171,0.00532,-0.00106 0.24005,0.95428,0.14850 -0.42052,0.12867,0.14161 -0.09360,-0.04771,0.27333
06/13/24 12:28:57.872822 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 100 -0.00426,-0.01278,0.00532 0.23151,0.94379,0.15161 -0.42300,0.13500,0.14400 -0.00426,-0.01278,0.00532 0.23151,0.94379,0.15161 -0.42255,0.13391,0.14412 -0.09141,-0.06098,0.27785
06/13/24 12:28:57.910873 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 100 -0.01490,-0.00106,0.01171 0.23584,0.95441,0.14832 -0.42600,0.12450,0.14850 -0.01490,-0.00106,0.01171 0.23584,0.95441,0.14832 -0.42573,0.12526,0.14850 -0.09558,-0.05000,0.27725
06/13/24 12:28:57.954731 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 100 -0.01278,0.00639,0.00213 0.23663,0.95136,0.15521 -0.42600,0.13050,0.14550 -0.01278,0.00639,0.00213 0.23663,0.95136,0.15521 -0.42464,0.13118,0.14599 -0.08844,-0.05185,0.27992
06/13/24 12:28:57.992600 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 100 -0.01171,-0.01490,0.00639 0.23914,0.95068,0.15137 -0.42450,0.12750,0.14400 -0.01171,-0.01490,0.00639 0.23914,0.95068,0.15137 -0.42464,0.12741,0.14401 -0.08998,-0.05153,0.27606
06/13/24 12:28:58.036507 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 100 0.00213,0.00106,-0.01171 0.23932,0.94885,0.15582 -0.42750,0.12900,0.15000 0.00213,0.00106,-0.01171 0.23932,0.94885,0.15582 -0.42672,0.12772,0.14931 -0.08545,-0.05282,0.27824
06/13/24 12:28:58.074776 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 100 0.00106,-0.01597,0.01490 0.23877,0.95038,0.14233 -0.42450,0.13500,0.14850 0.00106,-0.01597,0.01490 0.23877,0.95038,0.14233 -0.42448,0.13334,0.14854 -0.09689,-0.05281,0.27191
06/13/24 12:28:58.118160 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 100 -0.00532,0.00319,0.00000 0.23871,0.95172,0.15002 -0.42900,0.13500,0.14250 -0.00532,0.00319,0.00000 0.23871,0.95172,0.15002 -0.42669,0.13421,0.14068 -0.09095,-0.05128,0.27735
06/13/24 12:28:58.156651 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 100 0.00000,0.00852,0.00639 0.23694,0.95184,0.15179 -0.42450,0.13350,0.14700 0.00000,0.00852,0.00639 0.23694,0.95184,0.15179 -0.42467,0.13182,0.14837 -0.09010,-0.05209,0.28024
06/13/24 12:28:58.199844 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 100 -0.02129,-0.01490,0.00426 0.23541,0.94635,0.15106 -0.42300,0.13200,0.15150 -0.02129,-0.01490,0.00426 0.23541,0.94635,0.15106 -0.42545,0.13136,0.15177 -0.08920,-0.05773,0.27926
06/13/24 12:28:58.238400 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 100 -0.00106,-0.00426,0.01278 0.23602,0.95117,0.15125 -0.42300,0.13050,0.14400 -0.00106,-0.00426,0.01278 0.23602,0.95117,0.15125 -0.42302,0.13049,0.14460 -0.09006,-0.05345,0.28150
06/13/24 12:28:58.282105 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 100 0.00745,0.00106,0.01597 0.23175,0.95282,0.15222 -0.41850,0.13200,0.14550 0.00745,0.00106,0.01597 0.23175,0.95282,0.15222 -0.41978,0.13122,0.14487 -0.09148,-0.05428,0.28634
06/13/24 12:28:58.320148 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 100 0.00000,-0.01384,-0.00745 0.23816,0.95172,0.15314 -0.42600,0.12600,0.14400 0.00000,-0.01384,-0.00745 0.23816,0.95172,0.15314 -0.42436,0.12815,0.14242 -0.08737,-0.05199,0.28212
06/13/24 12:28:58.363823 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 100 0.00106,-0.00745,0.00532 0.23932,0.94690,0.15057 -0.42300,0.13050,0.15000 0.00106,-0.00745,0.00532 0.23932,0.94690,0.15057 -0.42342,0.13045,0.15004 -0.08741,-0.05583,0.27834
06/13/24 12:28:58.401882 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 100 0.00213,-0.00852,0.00319 0.23431,0.95001,0.15411 -0.42300,0.13200,0.14550 0.00213,-0.00852,0.00319 0.23431,0.95001,0.15411 -0.42339,0.13250,0.14474 -0.08767,-0.05558,0.28561
06/13/24 12:28:58.445618 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 100 0.00319,-0.00319,-0.00319 0.23737,0.94604,0.15271 -0.42750,0.12450,0.14250 0.00319,-0.00319,-0.00319 0.23737,0.94604,0.15271 -0.42759,0.12509,0.14345 -0.08585,-0.05757,0.28129
06/13/24 12:28:58.484142 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 100 0.00745,-0.00852,-0.00639 0.23895,0.94757,0.15662 -0.41700,0.12450,0.14250 0.00745,-0.00852,-0.00639 0.23895,0.94757,0.15662 -0.41841,0.12533,0.14312 -0.08208,-0.05523,0.28319
06/13/24 12:28:58.527340 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 100 -0.00639,-0.00745,0.01384 0.23352,0.94867,0.14520 -0.42600,0.13050,0.14550 -0.00639,-0.00745,0.01384 0.23352,0.94867,0.14520 -0.42590,0.13015,0.14591 -0.09426,-0.05798,0.28162
06/13/24 12:28:58.565887 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 100 -0.00213,0.00426,0.01065 0.23389,0.94281,0.15289 -0.42300,0.13200,0.13800 -0.00213,0.00426,0.01065 0.23389,0.94281,0.15289 -0.42370,0.13180,0.13790 -0.08551,-0.06239,0.28379
06/13/24 12:28:58.609062 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 100 -0.01384,-0.00532,-0.00106 0.23645,0.95154,0.15381 -0.42450,0.12900,0.14850 -0.01384,-0.00532,-0.00106 0.23645,0.95154,0.15381 -0.42385,0.12925,0.14816 -0.08644,-0.05362,0.28616
06/13/24 12:28:58.652905 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 100 -0.00426,-0.00745,0.01703 0.23596,0.94745,0.15240 -0.43200,0.12750,0.13950 -0.00426,-0.00745,0.01703 0.23596,0.94745,0.15240 -0.43166,0.12939,0.14065 -0.08617,-0.05761,0.28467
06/13/24 12:28:58.690914 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 100 -0.01065,0.01171,0.00958 0.23694,0.95129,0.14966 -0.42300,0.12450,0.13800 -0.01065,0.01171,0.00958 0.23694,0.95129,0.14966 -0.42365,0.12601,0.13954 -0.08938,-0.05414,0.28437
06/13/24 12:28:58.734627 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 100 -0.02023,0.00426,0.01916 0.23724,0.95264,0.14783 -0.42450,0.13950,0.14100 -0.02023,0.00426,0.01916 0.23724,0.95264,0.14783 -0.42414,0.13621,0.14100 -0.09109,-0.05308,0.28407
06/13/24 12:28:58.773174 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 100 -0.00426,-0.01065,-0.00213 0.23938,0.94714,0.14960 -0.42600,0.12750,0.15000 -0.00426,-0.01065,-0.00213 0.23938,0.94714,0.14960 -0.42573,0.12774,0.14858 -0.08676,-0.05661,0.28150
06/13/24 12:28:58.816422 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 100 0.01065,-0.00213,-0.00106 0.23596,0.94922,0.15002 -0.42300,0.12450,0.14550 0.01065,-0.00213,-0.00106 0.23596,0.94922,0.15002 -0.42327,0.12513,0.14469 -0.08836,-0.05672,0.28567
06/13/24 12:28:58.854973 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 100 -0.00745,-0.00426,0.00639 0.23401,0.94781,0.15363 -0.42450,0.13200,0.14250 -0.00745,-0.00426,0.00639 0.23401,0.94781,0.15363 -0.42508,0.13170,0.14330 -0.08546,-0.05870,0.28873
06/13/24 12:28:58.898171 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 100 -0.00639,-0.02236,0.00000 0.23718,0.94849,0.14832 -0.42600,0.13350,0.15000 -0.00639,-0.02236,0.00000 0.23718,0.94849,0.14832 -0.42533,0.13301,0.14971 -0.08854,-0.05692,0.28398
06/13/24 12:28:58.936714 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 100 0.00426,-0.00106,0.00319 0.23749,0.94604,0.15051 -0.42750,0.13050,0.14250 0.00426,-0.00106,0.00319 0.23749,0.94604,0.15051 -0.42639,0.13111,0.14441 -0.08557,-0.05882,0.28445
06/13/24 12:28:58.980393 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 100 0.00106,-0.00213,0.00319 0.23309,0.95001,0.15015 -0.42600,0.12600,0.14550 0.00106,-0.00213,0.00319 0.23309,0.95001,0.15015 -0.42561,0.12631,0.14596 -0.08871,-0.05781,0.28948
06/13/24 12:28:59.018433 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 100 0.01810,-0.00213,0.00639 0.23090,0.94653,0.15247 -0.42750,0.13500,0.14850 0.01810,-0.00213,0.00639 0.23090,0.94653,0.15247 -0.42726,0.13448,0.14789 -0.08636,-0.06180,0.29122
06/13/24 12:28:59.062130 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 100 -0.01384,-0.02449,0.00319 0.23590,0.94959,0.15088 -0.42450,0.13200,0.14250 -0.01384,-0.02449,0.00319 0.23590,0.94959,0.15088 -0.42384,0.13234,0.14259 -0.08624,-0.05682,0.28828
06/13/24 12:28:59.100159 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 100 0.00000,0.00745,0.00745 0.23383,0.94928,0.15253 -0.42150,0.12750,0.14700 0.00000,0.00745,0.00745 0.23383,0.94928,0.15253 -0.42071,0.12866,0.14719 -0.08551,-0.05813,0.29092
06/13/24 12:28:59.144054 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 100 -0.00745,0.01065,0.00213 0.23682,0.94769,0.15387 -0.43050,0.12600,0.14850 -0.00745,0.01065,0.00213 0.23682,0.94769,0.15387 -0.42916,0.12684,0.14685 -0.08240,-0.05796,0.28921
06/13/24 12:28:59.182377 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 100 -0.01490,0.01384,-0.00213 0.23419,0.94904,0.14795 -0.42600,0.13350,0.14700 -0.01490,0.01384,-0.00213 0.23419,0.94904,0.14795 -0.42615,0.13404,0.14771 -0.08872,-0.05864,0.28874
06/13/24 12:28:59.225731 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 100 -0.00426,0.00000,0.01065 0.24213,0.94971,0.14661 -0.42450,0.12600,0.14700 -0.00426,0.00000,0.01065 0.24213,0.94971,0.14661 -0.42586,0.12849,0.14820 -0.08614,-0.05410,0.28269
06/13/24 12:28:59.264252 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 100 0.00213,-0.00319,0.01065 0.23816,0.94580,0.14960 -0.42000,0.12600,0.14550 0.00213,-0.00319,0.01065 0.23816,0.94580,0.14960 -0.42164,0.12661,0.14607 -0.08387,-0.05936,0.28601
06/13/24 12:28:59.307495 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 100 -0.01065,-0.01384,0.00319 0.22479,0.95087,0.15045 -0.42450,0.13050,0.13500 -0.01065,-0.01384,0.00319 0.22479,0.95087,0.15045 -0.42693,0.13020,0.13768 -0.09035,-0.06196,0.29871
06/13/24 12:28:59.346020 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 100 0.00745,-0.00745,0.00213 0.24182,0.95129,0.14972 -0.42450,0.13050,0.14400 0.00745,-0.00745,0.00213 0.24182,0.95129,0.14972 -0.42324,0.12954,0.14371 -0.08342,-0.05293,0.28626
06/13/24 12:28:59.389210 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 100 0.10007,-0.12350,0.32897 0.19110,0.94104,0.17566 -0.42600,0.12900,0.14700 0.10007,-0.12350,0.32897 0.19110,0.94104,0.17566 -0.42616,0.13000,0.14681 -0.08003,-0.08760,0.33772
06/13/24 12:28:59.432888 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 100 -0.06388,0.00958,-0.16182 0.19135,0.96204,0.15192 -0.43200,0.13350,0.14850 -0.06388,0.00958,-0.16182 0.19135,0.96204,0.15192 -0.43203,0.13328,0.14780 -0.10681,-0.07233,0.33650
06/13/24 12:28:59.471401 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 100 -0.00745,-0.00532,-0.02023 0.22565,0.95490,0.14294 -0.43500,0.13800,0.14700 -0.00745,-0.00532,-0.02023 0.22565,0.95490,0.14294 -0.43483,0.13773,0.14692 -0.09751,-0.06150,0.30478
06/13/24 12:28:59.514660 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 100 0.00213,-0.01597,0.00852 0.24738,0.94897,0.14819 -0.42750,0.13500,0.14550 0.00213,-0.01597,0.00852 0.24738,0.94897,0.14819 -0.42769,0.13457,0.14570 -0.08151,-0.05495,0.28974
