# Data format: "%int(Month)/%int(Day)/%int(Year) %int(Hours):%int(Minutes):%float(Seconds) %float(StepIndex),%float(StepHeading),%float(StepDistanceX),%float(StepDistanceY),%float(StepDistance),%float(StepTime),%float(StepAmplitude),%float(StepDutyCucle),%float(StepRatio),%float(Altitude),%float(Confidence),%float(AltitudeOffset) %int(BatteryLevel) %float(RawGyroX),%float(RawGyroY),%float(RawGyroZ) %float(RawAccelX),%float(RawAccelY),%float(RawAccelZ) %float(RawCompassX),%float(RawCompassY),%float(RawCompassZ) %float(CorrectedGyroX),%float(CorrectedGyroY),%float(CorrectedGyroZ) %float(CorrectedAccelX),%float(CorrectedAccelY),%float(CorrectedAccelZ) %float(CorrectedCompassX),%float(CorrectedCompassY),%float(CorrectedCompassZ) %float(LinearAccelX),%float(LinearAccelY),%float(LinearAccelZ)"
06/24/24 13:39:10.790742 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 100 -0.96135,0.11498,-2.29958 0.08038,0.63214,0.53589 -0.31650,-0.52950,-0.26250 -0.96135,0.11498,-2.29958 0.08038,0.63214,0.53589 -0.28402,-0.53433,-0.28545 0.02553,-0.16815,-0.02469
06/24/24 13:39:10.834403 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 100 -0.17566,-0.01490,-0.64942 0.04425,0.68097,0.60248 -0.28650,-0.54450,-0.27300 -0.17566,-0.01490,-0.64942 0.04425,0.68097,0.60248 -0.28877,-0.54268,-0.27232 0.07749,-0.15888,-0.33936
06/24/24 13:39:10.877741 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 100 0.12030,-0.10433,-0.04152 0.06873,0.77051,0.64966 -0.28050,-0.54300,-0.27600 0.12030,-0.10433,-0.04152 0.06873,0.77051,0.64966 -0.28043,-0.54305,-0.27603 0.04969,-0.03677,-0.30029
06/24/24 13:39:10.921528 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 100 0.10859,0.06494,0.01278 0.06628,0.74969,0.58783 -0.28350,-0.54300,-0.27900 0.10859,0.06494,0.01278 0.06628,0.74969,0.58783 -0.28339,-0.54294,-0.27901 0.00528,-0.07337,-0.23088
06/24/24 13:39:10.964967 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 100 -0.04046,0.02236,-0.03939 0.04474,0.75964,0.61084 -0.27750,-0.54150,-0.27600 -0.04046,0.02236,-0.03939 0.04474,0.75964,0.61084 -0.27660,-0.54332,-0.27513 -0.00796,-0.03785,-0.16242
06/24/24 13:39:11.008767 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 100 -0.00745,-0.08091,-0.00958 0.06860,0.77106,0.62762 -0.27300,-0.54000,-0.27300 -0.00745,-0.08091,-0.00958 0.06860,0.77106,0.62762 -0.27497,-0.54220,-0.27377 0.00264,-0.01390,-0.14403
06/24/24 13:39:11.055021 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 100 0.04046,0.00745,-0.07239 0.04224,0.75903,0.59552 -0.27300,-0.54150,-0.27300 0.04046,0.00745,-0.07239 0.04224,0.75903,0.59552 -0.27917,-0.54245,-0.27559 -0.02815,-0.04054,-0.10584
06/24/24 13:39:11.098282 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 100 -0.01384,0.00958,-0.03726 0.04865,0.77942,0.62207 -0.28050,-0.54450,-0.28200 -0.01384,0.00958,-0.03726 0.04865,0.77942,0.62207 -0.27815,-0.54300,-0.28033 -0.02188,-0.00599,-0.09110
06/24/24 13:39:11.142027 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 100 0.06281,-0.01384,-0.04684 0.06116,0.74542,0.60730 -0.27750,-0.54450,-0.27600 0.06281,-0.01384,-0.04684 0.06116,0.74542,0.60730 -0.27873,-0.54585,-0.27761 -0.00556,-0.03995,-0.08054
06/24/24 13:39:11.185473 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 100 0.00319,0.03087,-0.01278 0.04474,0.77051,0.61914 -0.27600,-0.53700,-0.28050 0.00319,0.03087,-0.01278 0.04474,0.77051,0.61914 -0.27733,-0.54155,-0.27638 -0.02190,-0.01270,-0.06139
06/24/24 13:39:11.229144 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 100 0.00000,0.02449,0.02023 0.05688,0.75903,0.60583 -0.27450,-0.54150,-0.27900 0.00000,0.02449,0.02023 0.05688,0.75903,0.60583 -0.27886,-0.54077,-0.27575 -0.01634,-0.02951,-0.06553
06/24/24 13:39:11.272855 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 100 0.02236,-0.03300,0.07239 0.04846,0.76294,0.60791 -0.26850,-0.54450,-0.27450 0.02236,-0.03300,0.07239 0.04846,0.76294,0.60791 -0.27480,-0.54383,-0.27731 -0.02216,-0.02494,-0.05233
06/24/24 13:39:11.316036 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 100 -0.00213,0.08730,0.00319 0.04694,0.75439,0.59888 -0.27900,-0.54300,-0.27900 -0.00213,0.08730,0.00319 0.04694,0.75439,0.59888 -0.27552,-0.54341,-0.27681 -0.02372,-0.03713,-0.04777
06/24/24 13:39:11.359922 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 100 -0.02768,-0.00745,0.05855 0.05927,0.77991,0.61957 -0.27900,-0.54900,-0.27750 -0.02768,-0.00745,0.05855 0.05927,0.77991,0.61957 -0.27613,-0.54404,-0.27807 -0.01803,-0.00371,-0.05214
06/24/24 13:39:11.403162 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 100 -0.00958,0.03194,0.01490 0.04675,0.76825,0.61560 -0.27900,-0.54600,-0.27750 -0.00958,0.03194,0.01490 0.04675,0.76825,0.61560 -0.27669,-0.54439,-0.27765 -0.02059,-0.01537,-0.03792
06/24/24 13:39:11.446901 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 100 0.02981,0.02236,0.06388 0.04980,0.75842,0.60413 -0.27900,-0.54300,-0.27750 0.02981,0.02236,0.06388 0.04980,0.75842,0.60413 -0.27708,-0.54430,-0.27795 -0.02018,-0.03010,-0.03917
06/24/24 13:39:11.490817 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 100 -0.06068,0.04046,0.05962 0.06140,0.76910,0.61450 -0.28050,-0.54150,-0.27450 -0.06068,0.04046,0.05962 0.06140,0.76910,0.61450 -0.27743,-0.54411,-0.27744 -0.01338,-0.01483,-0.04653
06/24/24 13:39:11.534090 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 100 -0.03300,0.09049,0.02342 0.05286,0.75128,0.58167 -0.28050,-0.53700,-0.28500 -0.03300,0.09049,0.02342 0.05286,0.75128,0.58167 -0.27801,-0.54297,-0.27849 -0.02892,-0.04997,-0.04649
06/24/24 13:39:11.577846 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 100 -0.08836,-0.00958,0.07239 0.06708,0.76636,0.62201 -0.28350,-0.53700,-0.27900 -0.08836,-0.00958,0.07239 0.06708,0.76636,0.62201 -0.27929,-0.54166,-0.27957 -0.00503,-0.01173,-0.04475
06/24/24 13:39:11.621317 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 100 -0.06920,0.07346,0.00426 0.05835,0.74500,0.60358 -0.27900,-0.54300,-0.28800 -0.06920,0.07346,0.00426 0.05835,0.74500,0.60358 -0.27951,-0.54181,-0.27973 -0.01005,-0.04040,-0.04231
06/24/24 13:39:11.665091 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 100 -0.01065,0.02449,0.03833 0.06891,0.77563,0.64124 -0.28500,-0.53850,-0.27900 -0.01065,0.02449,0.03833 0.06891,0.77563,0.64124 -0.27958,-0.54171,-0.28009 0.00238,0.00783,-0.04267
06/24/24 13:39:11.708896 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 100 -0.00852,0.02981,-0.00106 0.03705,0.74652,0.59894 -0.28200,-0.53250,-0.28050 -0.00852,0.02981,-0.00106 0.03705,0.74652,0.59894 -0.28030,-0.54031,-0.28053 -0.02191,-0.04276,-0.02466
06/24/24 13:39:11.752383 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 100 -0.04791,0.06068,-0.00426 0.05756,0.76917,0.63177 -0.27750,-0.54300,-0.27900 -0.04791,0.06068,-0.00426 0.05756,0.76917,0.63177 -0.28043,-0.54019,-0.28097 -0.00365,-0.00357,-0.03444
06/24/24 13:39:11.796168 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 100 -0.01171,-0.01065,0.03939 0.06342,0.74561,0.61475 -0.28050,-0.54300,-0.28500 -0.01171,-0.01065,0.03939 0.06342,0.74561,0.61475 -0.28032,-0.54029,-0.28099 0.00238,-0.03237,-0.03933
06/24/24 13:39:11.839445 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 100 -0.04897,0.05323,-0.00852 0.03973,0.76727,0.63855 -0.27750,-0.53700,-0.28950 -0.04897,0.05323,-0.00852 0.03973,0.76727,0.63855 -0.28011,-0.54015,-0.28128 -0.00564,-0.00115,-0.01722
06/24/24 13:39:11.883378 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 100 -0.13414,0.00213,0.07346 0.06592,0.74908,0.59869 -0.28800,-0.53550,-0.29250 -0.13414,0.00213,0.07346 0.06592,0.74908,0.59869 -0.28080,-0.53931,-0.28279 -0.01164,-0.04017,-0.04991
06/24/24 13:39:11.927146 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 100 -0.16502,0.14692,-0.02768 0.05798,0.74188,0.64337 -0.28050,-0.53850,-0.28950 -0.16502,0.14692,-0.02768 0.05798,0.74188,0.64337 -0.28084,-0.53912,-0.28345 0.01327,-0.01679,-0.02837
06/24/24 13:39:11.970427 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 100 -0.27254,0.06920,0.06707 0.05414,0.74921,0.60437 -0.27750,-0.53400,-0.29550 -0.27254,0.06920,0.06707 0.05414,0.74921,0.60437 -0.28075,-0.53883,-0.28433 -0.02092,-0.03708,-0.04307
06/24/24 13:39:12.014311 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 100 -0.25764,0.20121,0.00852 0.04797,0.74689,0.64600 -0.27750,-0.52650,-0.29850 -0.25764,0.20121,0.00852 0.04797,0.74689,0.64600 -0.28064,-0.53849,-0.28522 -0.00192,-0.01175,-0.02849
06/24/24 13:39:12.057560 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 100 -0.11285,0.00000,0.05962 0.05463,0.73895,0.67676 -0.27900,-0.53250,-0.30450 -0.11285,0.00000,0.05962 0.05463,0.73895,0.67676 -0.28065,-0.53809,-0.28651 0.02597,0.00299,-0.01930
06/24/24 13:39:12.101307 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 100 -0.09049,0.11604,-0.01916 0.06421,0.71411,0.65265 -0.28650,-0.53100,-0.30600 -0.09049,0.11604,-0.01916 0.06421,0.71411,0.65265 -0.28088,-0.53758,-0.28789 0.02773,-0.03144,-0.03389
06/24/24 13:39:12.145065 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 100 -0.17140,0.02236,0.02342 0.04620,0.72876,0.66827 -0.28200,-0.52800,-0.31650 -0.17140,0.02236,0.02342 0.04620,0.72876,0.66827 -0.28097,-0.53701,-0.28967 0.01973,-0.01045,-0.01505
06/24/24 13:39:12.188542 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 100 -0.12030,0.07133,-0.02981 0.04181,0.69464,0.65155 -0.28200,-0.53100,-0.31350 -0.12030,0.07133,-0.02981 0.04181,0.69464,0.65155 -0.28092,-0.53655,-0.29175 0.02350,-0.04705,-0.01136
06/24/24 13:39:12.232307 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 100 -0.02023,0.06388,-0.03407 0.02777,0.72290,0.68811 -0.27750,-0.52800,-0.32250 -0.02023,0.06388,-0.03407 0.02777,0.72290,0.68811 -0.28062,-0.53597,-0.29372 0.02702,-0.00196,0.00574
06/24/24 13:39:12.275577 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 100 0.04684,0.05855,0.05855 0.04205,0.72876,0.68170 -0.27900,-0.53250,-0.31950 0.04684,0.05855,0.05855 0.04205,0.72876,0.68170 -0.28058,-0.53516,-0.29580 0.02858,-0.00167,-0.00959
06/24/24 13:39:12.319476 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 100 -0.41307,0.15224,0.03194 0.01855,0.66083,0.65009 -0.27750,-0.52500,-0.32250 -0.41307,0.15224,0.03194 0.01855,0.66083,0.65009 -0.28066,-0.53445,-0.29749 0.03187,-0.07350,0.01509
06/24/24 13:39:12.363157 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 100 -0.07026,-0.04046,0.03513 0.05359,0.72235,0.69000 -0.27900,-0.52650,-0.32700 -0.07026,-0.04046,0.03513 0.05359,0.72235,0.69000 -0.28037,-0.53383,-0.29970 0.03277,-0.00042,-0.02320
06/24/24 13:39:12.406388 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 100 -0.19802,0.09795,0.04365 0.04639,0.67755,0.67206 -0.27300,-0.52350,-0.32550 -0.19802,0.09795,0.04365 0.04639,0.67755,0.67206 -0.27992,-0.53312,-0.30163 0.04006,-0.04546,-0.01198
06/24/24 13:39:12.450274 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 100 -0.03300,0.03194,-0.02236 0.03870,0.70020,0.70300 -0.28200,-0.52200,-0.33600 -0.03300,0.03194,-0.02236 0.03870,0.70020,0.70300 -0.27985,-0.53229,-0.30387 0.04464,-0.00804,-0.00061
06/24/24 13:39:12.493518 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 100 0.08198,-0.02449,0.04471 0.03418,0.68982,0.67859 -0.27600,-0.52200,-0.33450 0.08198,-0.02449,0.04471 0.03418,0.68982,0.67859 -0.27975,-0.53155,-0.30604 0.03463,-0.03237,-0.00084
06/24/24 13:39:12.537237 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 100 -0.14585,0.07559,-0.03087 0.01990,0.69806,0.70557 -0.27150,-0.52200,-0.32700 -0.14585,0.07559,-0.03087 0.01990,0.69806,0.70557 -0.27931,-0.53067,-0.30809 0.03981,-0.00824,0.01801
06/24/24 13:39:12.581133 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 100 -0.15011,0.05430,-0.01703 0.03857,0.68701,0.69830 -0.27600,-0.52050,-0.33450 -0.15011,0.05430,-0.01703 0.03857,0.68701,0.69830 -0.27906,-0.52986,-0.31002 0.04553,-0.02070,-0.00296
06/24/24 13:39:12.624321 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 100 -0.21718,0.06175,0.05536 0.00269,0.68341,0.74146 -0.27300,-0.51300,-0.34200 -0.21718,0.06175,0.05536 0.00269,0.68341,0.74146 -0.27891,-0.52868,-0.31213 0.05434,0.00607,0.04114
06/24/24 13:39:12.668026 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 100 -0.01278,0.07026,0.04365 0.03284,0.66382,0.68481 -0.27600,-0.51150,-0.34650 -0.01278,0.07026,0.04365 0.03284,0.66382,0.68481 -0.27840,-0.52753,-0.31464 0.03982,-0.04652,-0.00101
06/24/24 13:39:12.711240 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 100 -0.23315,0.20760,-0.19589 -0.00397,0.69269,0.71851 -0.28200,-0.51750,-0.34650 -0.23315,0.20760,-0.19589 -0.00397,0.69269,0.71851 -0.27856,-0.52646,-0.31685 0.02606,-0.00274,0.02948
06/24/24 13:39:12.755149 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 100 -0.99755,0.35665,-0.31513 -0.07660,0.65192,0.66101 -0.27300,-0.51000,-0.36150 -0.99755,0.35665,-0.31513 -0.07660,0.65192,0.66101 -0.27697,-0.52172,-0.32857 -0.03706,-0.07166,0.06785
06/24/24 13:39:12.798482 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 100 -0.37262,-0.16289,0.04152 -0.10559,0.66608,0.66309 -0.27300,-0.50550,-0.36750 -0.37262,-0.16289,0.04152 -0.10559,0.66608,0.66309 -0.27177,-0.50707,-0.36606 -0.07821,-0.06086,0.07996
06/24/24 13:39:12.842296 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 100 1.51815,-0.04365,0.12988 0.08685,0.69348,0.70020 -0.28800,-0.50850,-0.34950 1.51815,-0.04365,0.12988 0.08685,0.69348,0.70020 -0.27251,-0.50631,-0.36688 0.07799,-0.01438,-0.03462
06/24/24 13:39:12.886278 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 100 0.18418,0.43330,-0.45353 0.26788,0.61414,0.80603 -0.28350,-0.52050,-0.32850 0.18418,0.43330,-0.45353 0.26788,0.61414,0.80603 -0.28506,-0.52136,-0.32720 0.27892,-0.00280,-0.16249
06/24/24 13:39:12.929611 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 100 -1.02842,0.71117,-0.41520 0.15961,0.80847,1.09790 -0.27000,-0.52050,-0.33450 -1.02842,0.71117,-0.41520 0.15961,0.80847,1.09790 -0.27012,-0.52114,-0.33353 0.27035,0.34407,-0.06982
06/24/24 13:39:12.973413 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 100 -0.49398,0.76333,-0.17566 0.05048,0.97632,1.33582 -0.26400,-0.51750,-0.34950 -0.49398,0.76333,-0.17566 0.05048,0.97632,1.33582 -0.26342,-0.51841,-0.34918 0.23720,0.63809,-0.02333
06/24/24 13:39:13.016914 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 100 -0.13414,0.69839,-0.10327 -0.14789,0.92078,1.25922 -0.25350,-0.51450,-0.36750 -0.13414,0.69839,-0.10327 -0.14789,0.92078,1.25922 -0.25431,-0.51981,-0.36239 0.13479,0.55656,0.11953
06/24/24 13:39:13.060788 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 100 0.28106,0.86766,-0.14159 -0.15704,0.71399,1.18750 -0.24150,-0.51750,-0.37350 0.28106,0.86766,-0.14159 -0.15704,0.71399,1.18750 -0.24273,-0.51701,-0.37287 0.25435,0.36438,0.13551
06/24/24 13:39:13.104681 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 100 0.43649,0.77611,-0.13734 -0.14252,0.48407,0.78021 -0.22950,-0.51750,-0.36300 0.43649,0.77611,-0.13734 -0.14252,0.48407,0.78021 -0.23014,-0.51695,-0.36376 0.17317,-0.09227,0.09702
06/24/24 13:39:13.148273 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 100 -0.31193,0.81124,0.40775 -0.17487,0.28046,0.05090 -0.22800,-0.51300,-0.36600 -0.31193,0.81124,0.40775 -0.17487,0.28046,0.05090 -0.22701,-0.51445,-0.36538 -0.20093,-0.74505,0.08033
06/24/24 13:39:13.192119 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 100 -1.19557,-0.35132,0.23635 -0.23944,0.30829,0.84979 -0.22500,-0.50400,-0.38100 -1.19557,-0.35132,0.23635 -0.23944,0.30829,0.84979 -0.22521,-0.50471,-0.37952 0.28168,-0.13905,0.23226
06/24/24 13:39:13.235524 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 100 0.06601,0.61961,0.14266 -0.09766,0.53497,1.08759 -0.23250,-0.49350,-0.38550 0.06601,0.61961,0.14266 -0.09766,0.53497,1.08759 -0.23218,-0.49457,-0.38545 0.32096,0.17211,0.04151
06/24/24 13:39:13.279557 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 100 0.02236,-0.76866,0.35345 0.01587,0.35352,0.63287 -0.23400,-0.49200,-0.38550 0.02236,-0.76866,0.35345 0.01587,0.35352,0.63287 -0.23413,-0.49109,-0.38634 0.16932,-0.29633,-0.04390
06/24/24 13:39:13.323336 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 100 -0.50463,-1.45853,0.32045 0.05225,0.26892,0.67413 -0.24900,-0.49350,-0.37950 -0.50463,-1.45853,0.32045 0.05225,0.26892,0.67413 -0.24825,-0.49378,-0.38021 0.24433,-0.31468,-0.01220
06/24/24 13:39:13.366635 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 100 -0.71862,0.02129,-0.32790 0.02209,0.28644,0.51886 -0.26100,-0.48300,-0.39450 -0.71862,0.02129,-0.32790 0.02209,0.28644,0.51886 -0.26121,-0.48332,-0.39325 0.10578,-0.41661,-0.01484
06/24/24 13:39:13.410613 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 100 -1.02523,-0.43543,-0.41094 -0.05310,0.34857,0.75983 -0.26400,-0.47400,-0.41100 -1.02523,-0.43543,-0.41094 -0.05310,0.34857,0.75983 -0.26263,-0.47578,-0.40709 0.14461,-0.17746,0.06462
06/24/24 13:39:13.454010 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 100 -1.32119,-0.02129,-0.60151 -0.10846,0.39276,0.59662 -0.26100,-0.46050,-0.42300 -1.32119,-0.02129,-0.60151 -0.10846,0.39276,0.59662 -0.26025,-0.46980,-0.41624 -0.03849,-0.28141,0.06423
06/24/24 13:39:13.497857 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 100 -1.47343,-0.56531,0.19802 -0.07288,0.43439,0.68170 -0.25050,-0.44850,-0.44250 -1.47343,-0.56531,0.19802 -0.07288,0.43439,0.68170 -0.25857,-0.45502,-0.42693 -0.05424,-0.19020,0.00036
06/24/24 13:39:13.541870 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 100 -1.68636,-0.35558,-0.05110 -0.16125,0.47961,0.73383 -0.25350,-0.42300,-0.47400 -1.68636,-0.35558,-0.05110 -0.16125,0.47961,0.73383 -0.25454,-0.42670,-0.46732 -0.16436,-0.12630,0.06450
06/24/24 13:39:13.585252 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 100 -1.39039,-0.99329,0.07346 -0.00012,0.51190,0.81671 -0.26400,-0.39600,-0.48450 -1.39039,-0.99329,0.07346 -0.00012,0.51190,0.81671 -0.25874,-0.41010,-0.47661 -0.12301,-0.04832,-0.09071
06/24/24 13:39:13.629032 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 100 -1.43085,-1.08698,-0.22783 0.03497,0.45203,0.84314 -0.27600,-0.37200,-0.49200 -1.43085,-1.08698,-0.22783 0.03497,0.45203,0.84314 -0.27631,-0.37282,-0.49160 -0.09730,-0.05046,-0.07312
06/24/24 13:39:13.672527 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 100 -1.13063,-0.66006,-0.54721 0.12415,0.43945,0.97577 -0.28800,-0.34800,-0.50250 -1.13063,-0.66006,-0.54721 0.12415,0.43945,0.97577 -0.28338,-0.36403,-0.49991 -0.05643,0.06940,-0.11768
06/24/24 13:39:13.716322 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 100 -0.95071,-0.35026,-1.02416 0.04211,0.36292,0.97754 -0.28650,-0.33450,-0.51300 -0.95071,-0.35026,-1.02416 0.04211,0.36292,0.97754 -0.28455,-0.35705,-0.50241 -0.06989,0.04097,-0.02378
06/24/24 13:39:13.760139 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 100 -0.56318,-0.33003,-1.05291 0.04260,0.22009,0.93536 -0.27900,-0.33000,-0.52200 -0.56318,-0.33003,-1.05291 0.04260,0.22009,0.93536 -0.28389,-0.34872,-0.50797 0.03730,-0.03930,0.02879
06/24/24 13:39:13.803641 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 100 -0.36729,-1.13488,-0.90919 -0.02551,0.16302,1.16998 -0.26700,-0.32400,-0.51450 -0.36729,-1.13488,-0.90919 -0.02551,0.16302,1.16998 -0.27474,-0.33326,-0.51291 0.06214,0.16796,0.16765
