# Data format: "%int(Month)/%int(Day)/%int(Year) %int(Hours):%int(Minutes):%float(Seconds) %float(StepIndex),%float(StepHeading),%float(StepDistanceX),%float(StepDistanceY),%float(StepDistance),%float(StepTime),%float(StepAmplitude),%float(StepDutyCucle),%float(StepRatio),%float(Altitude),%float(Confidence),%float(AltitudeOffset) %int(BatteryLevel) %float(RawGyroX),%float(RawGyroY),%float(RawGyroZ) %float(RawAccelX),%float(RawAccelY),%float(RawAccelZ) %float(RawCompassX),%float(RawCompassY),%float(RawCompassZ) %float(CorrectedGyroX),%float(CorrectedGyroY),%float(CorrectedGyroZ) %float(CorrectedAccelX),%float(CorrectedAccelY),%float(CorrectedAccelZ) %float(CorrectedCompassX),%float(CorrectedCompassY),%float(CorrectedCompassZ) %float(LinearAccelX),%float(LinearAccelY),%float(LinearAccelZ)"
06/24/24 13:40:55.073509 35.00000,165.64000,-0.19763,0.05059,0.20400,0.34700,0.01200,0.42200,0.95800,237.83676,80.46000,0.04602 99 0.22570,-0.06068,-0.14479 -0.16583,-0.14313,0.95953 -0.09900,-0.20400,-0.58800 0.22570,-0.06068,-0.14479 -0.16583,-0.14313,0.95953 -0.10503,-0.19255,-0.59302 0.02329,-0.01608,0.00665
06/24/24 13:40:55.117695 35.00000,165.64000,-0.19763,0.05059,0.20400,0.34700,0.01200,0.42200,0.95800,237.83676,80.46000,0.04602 99 0.20867,-0.16715,-0.19057 -0.21539,-0.10822,0.93085 -0.11100,-0.20550,-0.60000 0.20867,-0.16715,-0.19057 -0.21539,-0.10822,0.93085 -0.10528,-0.19381,-0.59305 -0.04325,-0.03976,0.02540
06/24/24 13:40:55.161846 35.00000,165.64000,-0.19763,0.05059,0.20400,0.34700,0.01200,0.42200,0.95800,237.83676,80.46000,0.04602 99 0.11391,-0.23847,-0.06281 -0.19110,-0.07391,0.94421 -0.10650,-0.21300,-0.58650 0.11391,-0.23847,-0.06281 -0.19110,-0.07391,0.94421 -0.10575,-0.19761,-0.59270 -0.04861,-0.03507,-0.00795
06/24/24 13:40:55.205585 35.00000,165.64000,-0.19763,0.05059,0.20400,0.34700,0.01200,0.42200,0.95800,237.83676,80.46000,0.04602 99 0.14053,-0.30235,-0.00639 -0.16907,-0.10895,0.94354 -0.10950,-0.21750,-0.58650 0.14053,-0.30235,-0.00639 -0.16907,-0.10895,0.94354 -0.10644,-0.19856,-0.59250 -0.01587,-0.03555,0.01772
06/24/24 13:40:55.249733 35.00000,165.64000,-0.19763,0.05059,0.20400,0.34700,0.01200,0.42200,0.95800,237.83676,80.46000,0.04602 99 -0.01490,-0.25657,0.00745 -0.14636,-0.11603,0.95514 -0.12150,-0.21450,-0.58650 -0.01490,-0.25657,0.00745 -0.14636,-0.11603,0.95514 -0.10728,-0.20010,-0.59222 0.00154,-0.02689,0.01535
06/24/24 13:40:55.293350 35.00000,165.64000,-0.19763,0.05059,0.20400,0.34700,0.01200,0.42200,0.95800,237.83676,80.46000,0.04602 99 0.00426,-0.23847,0.13414 -0.18140,-0.17493,1.04828 -0.12450,-0.21300,-0.58200 0.00426,-0.23847,0.13414 -0.18140,-0.17493,1.04828 -0.10847,-0.20121,-0.59166 0.00498,0.07578,0.07118
06/24/24 13:40:55.337658 35.00000,165.64000,-0.19763,0.05059,0.20400,0.34700,0.01200,0.42200,0.95800,237.83676,80.46000,0.04602 99 0.12456,-0.20654,0.12030 -0.13538,-0.15393,0.97699 -0.13800,-0.22050,-0.58500 0.12456,-0.20654,0.12030 -0.13538,-0.15393,0.97699 -0.10996,-0.20238,-0.59136 0.02350,-0.00314,0.04735
06/24/24 13:40:55.381779 35.00000,165.64000,-0.19763,0.05059,0.20400,0.34700,0.01200,0.42200,0.95800,237.83676,80.46000,0.04602 99 0.19270,-0.16289,-0.00426 -0.10840,-0.09454,0.92328 -0.13200,-0.22350,-0.58350 0.19270,-0.16289,-0.00426 -0.10840,-0.09454,0.92328 -0.11174,-0.20379,-0.59075 0.00937,-0.06563,-0.00061
06/24/24 13:40:55.425644 35.00000,165.64000,-0.19763,0.05059,0.20400,0.34700,0.01200,0.42200,0.95800,237.83676,80.46000,0.04602 99 0.10007,-0.13627,-0.06175 -0.09674,-0.08173,0.93854 -0.13650,-0.22350,-0.58650 0.10007,-0.13627,-0.06175 -0.09674,-0.08173,0.93854 -0.11318,-0.20551,-0.59061 0.01073,-0.05311,-0.01295
06/24/24 13:40:55.469791 35.00000,165.64000,-0.19763,0.05059,0.20400,0.34700,0.01200,0.42200,0.95800,237.83676,80.46000,0.04602 99 -0.01916,-0.06281,-0.08517 -0.11450,-0.10956,0.97290 -0.13800,-0.22650,-0.58200 -0.01916,-0.06281,-0.08517 -0.11450,-0.10956,0.97290 -0.11506,-0.20673,-0.59010 0.01508,-0.01446,0.01179
06/24/24 13:40:55.513390 35.00000,165.64000,-0.19763,0.05059,0.20400,0.34700,0.01200,0.42200,0.95800,237.83676,80.46000,0.04602 99 -0.02449,0.02768,-0.10646 -0.11572,-0.13849,0.98712 -0.13350,-0.22800,-0.58800 -0.02449,0.02768,-0.10646 -0.11572,-0.13849,0.98712 -0.11685,-0.20812,-0.58972 0.03258,0.00252,0.02942
06/24/24 13:40:55.557739 35.00000,165.64000,-0.19763,0.05059,0.20400,0.34700,0.01200,0.42200,0.95800,237.83676,80.46000,0.04602 99 0.07985,-0.01597,-0.13627 -0.12933,-0.12384,0.99542 -0.13500,-0.22650,-0.58650 0.07985,-0.01597,-0.13627 -0.12933,-0.12384,0.99542 -0.11841,-0.20952,-0.58939 0.01479,0.01101,0.02399
06/24/24 13:40:55.601872 35.00000,165.64000,-0.19763,0.05059,0.20400,0.34700,0.01200,0.42200,0.95800,237.83676,80.46000,0.04602 99 0.04684,-0.10966,-0.04791 -0.13672,-0.08453,0.98877 -0.13650,-0.22800,-0.58350 0.04684,-0.10966,-0.04791 -0.13672,-0.08453,0.98877 -0.11997,-0.21090,-0.58928 -0.01508,0.00164,0.00051
06/24/24 13:40:55.645481 35.00000,165.64000,-0.19763,0.05059,0.20400,0.34700,0.01200,0.42200,0.95800,237.83676,80.46000,0.04602 99 -0.03620,-0.11817,0.06281 -0.13263,-0.11920,0.98956 -0.13500,-0.22500,-0.58200 -0.03620,-0.11817,0.06281 -0.13263,-0.11920,0.98956 -0.12113,-0.21219,-0.58875 0.00626,0.00509,0.02792
06/24/24 13:40:55.689869 35.00000,165.64000,-0.19763,0.05059,0.20400,0.34700,0.01200,0.42200,0.95800,237.83676,80.46000,0.04602 99 0.00319,-0.12456,0.07346 -0.09308,-0.14020,0.95367 -0.13800,-0.22350,-0.58050 0.00319,-0.12456,0.07346 -0.09308,-0.14020,0.95367 -0.12256,-0.21328,-0.58829 0.04608,-0.03312,0.02893
06/24/24 13:40:55.734024 35.00000,165.64000,-0.19763,0.05059,0.20400,0.34700,0.01200,0.42200,0.95800,237.83676,80.46000,0.04602 99 0.00852,-0.08730,0.00958 -0.11627,-0.14709,0.96710 -0.14850,-0.22800,-0.58800 0.00852,-0.08730,0.00958 -0.11627,-0.14709,0.96710 -0.12424,-0.21404,-0.58791 0.03058,-0.01652,0.04769
06/24/24 13:40:55.777607 35.00000,165.64000,-0.19763,0.05059,0.20400,0.34700,0.01200,0.42200,0.95800,237.83676,80.46000,0.04602 99 0.02662,-0.05217,-0.03513 -0.09406,-0.12805,0.95300 -0.14100,-0.22500,-0.57900 0.02662,-0.05217,-0.03513 -0.09406,-0.12805,0.95300 -0.12570,-0.21509,-0.58745 0.03614,-0.03481,0.02358
06/24/24 13:40:55.822014 35.00000,165.64000,-0.19763,0.05059,0.20400,0.34700,0.01200,0.42200,0.95800,237.83676,80.46000,0.04602 99 -0.07878,-0.00213,0.00639 -0.08459,-0.13818,0.95734 -0.14400,-0.21900,-0.58050 -0.07878,-0.00213,0.00639 -0.08459,-0.13818,0.95734 -0.12736,-0.21590,-0.58708 0.04924,-0.03060,0.02403
06/24/24 13:40:55.865620 35.00000,165.64000,-0.19763,0.05059,0.20400,0.34700,0.01200,0.42200,0.95800,237.83676,80.46000,0.04602 99 -0.10007,0.04046,-0.02449 -0.09106,-0.12524,0.96423 -0.14550,-0.22650,-0.58350 -0.10007,0.04046,-0.02449 -0.09106,-0.12524,0.96423 -0.12871,-0.21664,-0.58671 0.03478,-0.02413,0.01358
06/24/24 13:40:55.909840 35.00000,165.64000,-0.19763,0.05059,0.20400,0.34700,0.01200,0.42200,0.95800,237.83676,80.46000,0.04602 99 -0.08304,0.01597,0.00532 -0.10590,-0.12640,0.95917 -0.14850,-0.21900,-0.58050 -0.08304,0.01597,0.00532 -0.10590,-0.12640,0.95917 -0.13018,-0.21696,-0.58631 0.02213,-0.02727,0.02223
06/24/24 13:40:55.954227 35.00000,165.64000,-0.19763,0.05059,0.20400,0.34700,0.01200,0.42200,0.95800,237.83676,80.46000,0.04602 99 -0.08730,0.03620,-0.03087 -0.08160,-0.13544,0.98383 -0.14100,-0.22800,-0.58200 -0.08730,0.03620,-0.03087 -0.08160,-0.13544,0.98383 -0.13125,-0.21771,-0.58638 0.04632,-0.00468,0.01025
06/24/24 13:40:55.997860 35.00000,165.64000,-0.19763,0.05059,0.20400,0.34700,0.01200,0.42200,0.95800,237.83676,80.46000,0.04602 99 -0.06281,0.01810,-0.03726 -0.08496,-0.15765,0.98273 -0.14850,-0.21600,-0.58500 -0.06281,0.01810,-0.03726 -0.08496,-0.15765,0.98273 -0.13221,-0.21793,-0.58604 0.05522,-0.00307,0.03005
06/24/24 13:40:56.042217 35.00000,165.64000,-0.19763,0.05059,0.20400,0.34700,0.01200,0.42200,0.95800,237.83676,80.46000,0.04602 99 -0.02129,0.01171,-0.08836 -0.09778,-0.13873,0.96686 -0.14700,-0.21750,-0.58950 -0.02129,0.01171,-0.08836 -0.09778,-0.13873,0.96686 -0.13341,-0.21776,-0.58597 0.03180,-0.01921,0.02561
06/24/24 13:40:56.085819 35.00000,165.64000,-0.19763,0.05059,0.20400,0.34700,0.01200,0.42200,0.95800,237.83676,80.46000,0.04602 99 -0.06068,0.01065,-0.08517 -0.10773,-0.13763,0.96082 -0.14250,-0.21450,-0.59100 -0.06068,0.01065,-0.08517 -0.10773,-0.13763,0.96082 -0.13439,-0.21760,-0.58631 0.02054,-0.02417,0.03246
06/24/24 13:40:56.130005 35.00000,165.64000,-0.19763,0.05059,0.20400,0.34700,0.01200,0.42200,0.95800,237.83676,80.46000,0.04602 99 -0.09475,0.01490,-0.08836 -0.10748,-0.14435,0.97211 -0.13800,-0.22050,-0.58500 -0.09475,0.01490,-0.08836 -0.10748,-0.14435,0.97211 -0.13507,-0.21751,-0.58624 0.02213,-0.01228,0.03600
06/24/24 13:40:56.174332 35.00000,165.64000,-0.19763,0.05059,0.20400,0.34700,0.01200,0.42200,0.95800,237.83676,80.46000,0.04602 99 -0.09262,0.05323,-0.03833 -0.10425,-0.16296,0.98035 -0.14400,-0.21600,-0.58200 -0.09262,0.05323,-0.03833 -0.10425,-0.16296,0.98035 -0.13549,-0.21785,-0.58610 0.03364,-0.00242,0.04691
06/24/24 13:40:56.217926 35.00000,165.64000,-0.19763,0.05059,0.20400,0.34700,0.01200,0.42200,0.95800,237.83676,80.46000,0.04602 99 -0.01810,-0.00319,-0.02662 -0.10071,-0.14465,1.01227 -0.14100,-0.20850,-0.58800 -0.01810,-0.00319,-0.02662 -0.10071,-0.14465,1.01227 -0.13591,-0.21748,-0.58614 0.02560,0.02685,0.02604
06/24/24 13:40:56.262085 35.00000,165.64000,-0.19763,0.05059,0.20400,0.34700,0.01200,0.42200,0.95800,237.83676,80.46000,0.04602 99 0.00639,-0.00319,-0.04791 -0.08466,-0.15863,0.95941 -0.14550,-0.21450,-0.57600 0.00639,-0.00319,-0.04791 -0.08466,-0.15863,0.95941 -0.13663,-0.21697,-0.58587 0.04464,-0.02566,0.03847
06/24/24 13:40:56.306400 35.00000,165.64000,-0.19763,0.05059,0.20400,0.34700,0.01200,0.42200,0.95800,237.83676,80.46000,0.04602 99 0.00000,0.01278,-0.04684 -0.08704,-0.15625,0.96509 -0.13950,-0.21300,-0.58350 0.00000,0.01278,-0.04684 -0.08704,-0.15625,0.96509 -0.13713,-0.21703,-0.58607 0.04044,-0.02014,0.04030
06/24/24 13:40:56.349937 35.00000,165.64000,-0.19763,0.05059,0.20400,0.34700,0.01200,0.42200,0.95800,237.83676,80.46000,0.04602 99 -0.00639,-0.01065,-0.11924 -0.08466,-0.15765,0.97424 -0.14250,-0.21900,-0.58650 -0.00639,-0.01065,-0.11924 -0.08466,-0.15765,0.97424 -0.13760,-0.21719,-0.58605 0.04138,-0.01117,0.04095
06/24/24 13:40:56.394119 35.00000,165.64000,-0.19763,0.05059,0.20400,0.34700,0.01200,0.42200,0.95800,237.83676,80.46000,0.04602 99 -0.01384,0.02662,-0.08198 -0.09552,-0.17810,0.96631 -0.14250,-0.21600,-0.58050 -0.01384,0.02662,-0.08198 -0.09552,-0.17810,0.96631 -0.13798,-0.21701,-0.58585 0.04135,-0.01585,0.06588
06/24/24 13:40:56.437901 35.00000,165.64000,-0.19763,0.05059,0.20400,0.34700,0.01200,0.42200,0.95800,237.83676,80.46000,0.04602 99 -0.02236,0.04152,-0.11498 -0.10449,-0.16321,0.97852 -0.13500,-0.21450,-0.58650 -0.02236,0.04152,-0.11498 -0.10449,-0.16321,0.97852 -0.13815,-0.21683,-0.58576 0.02406,-0.00437,0.05643
06/24/24 13:40:56.482079 35.00000,165.64000,-0.19763,0.05059,0.20400,0.34700,0.01200,0.42200,0.95800,237.83676,80.46000,0.04602 99 -0.01278,0.01810,-0.07346 -0.10358,-0.16089,0.96429 -0.14250,-0.21300,-0.58800 -0.01278,0.01810,-0.07346 -0.10358,-0.16089,0.96429 -0.13848,-0.21656,-0.58585 0.02110,-0.01874,0.05629
06/24/24 13:40:56.526241 35.00000,165.64000,-0.19763,0.05059,0.20400,0.34700,0.01200,0.42200,0.95800,237.83676,80.46000,0.04602 99 -0.01384,0.01171,-0.08410 -0.09766,-0.17847,0.97803 -0.13350,-0.21000,-0.58200 -0.01384,0.01171,-0.08410 -0.09766,-0.17847,0.97803 -0.13829,-0.21582,-0.58578 0.03384,-0.00378,0.06574
06/24/24 13:40:56.570026 35.00000,165.64000,-0.19763,0.05059,0.20400,0.34700,0.01200,0.42200,0.95800,237.83676,80.46000,0.04602 99 -0.01490,0.01490,-0.07133 -0.09460,-0.15167,0.96698 -0.13800,-0.21300,-0.58950 -0.01490,0.01490,-0.07133 -0.09460,-0.15167,0.96698 -0.13815,-0.21560,-0.58601 0.01993,-0.01781,0.04375
06/24/24 13:40:56.614208 35.00000,165.64000,-0.19763,0.05059,0.20400,0.34700,0.01200,0.42200,0.95800,237.83676,80.46000,0.04602 99 -0.02662,0.02236,-0.08836 -0.09735,-0.17010,0.96613 -0.13650,-0.21750,-0.58350 -0.02662,0.02236,-0.08836 -0.09735,-0.17010,0.96613 -0.13800,-0.21516,-0.58600 0.02606,-0.01638,0.06019
06/24/24 13:40:56.657822 35.00000,165.64000,-0.19763,0.05059,0.20400,0.34700,0.01200,0.42200,0.95800,237.83676,80.46000,0.04602 99 -0.02129,0.06707,-0.07559 -0.09241,-0.17523,0.97144 -0.13050,-0.21450,-0.58800 -0.02129,0.06707,-0.07559 -0.09241,-0.17523,0.97144 -0.13724,-0.21522,-0.58613 0.03151,-0.01090,0.06020
06/24/24 13:40:56.702133 35.00000,165.64000,-0.19763,0.05059,0.20400,0.34700,0.01200,0.42200,0.95800,237.83676,80.46000,0.04602 99 -0.03300,0.07985,-0.05430 -0.09296,-0.16217,0.95471 -0.13800,-0.20550,-0.58950 -0.03300,0.07985,-0.05430 -0.09296,-0.16217,0.95471 -0.13691,-0.21469,-0.58635 0.02278,-0.02874,0.05059
06/24/24 13:40:56.746300 35.00000,165.64000,-0.19763,0.05059,0.20400,0.34700,0.01200,0.42200,0.95800,237.83676,80.46000,0.04602 99 -0.09156,0.07239,-0.06281 -0.10181,-0.16205,0.96960 -0.13050,-0.21150,-0.58950 -0.09156,0.07239,-0.06281 -0.10181,-0.16205,0.96960 -0.13647,-0.21447,-0.58676 0.01386,-0.01306,0.05024
06/24/24 13:40:56.789906 35.00000,165.64000,-0.19763,0.05059,0.20400,0.34700,0.01200,0.42200,0.95800,237.83676,80.46000,0.04602 99 -0.09262,0.10327,-0.03939 -0.09998,-0.16260,0.95886 -0.13200,-0.21750,-0.59400 -0.09262,0.10327,-0.03939 -0.09998,-0.16260,0.95886 -0.13622,-0.21436,-0.58698 0.01478,-0.02360,0.04763
06/24/24 13:40:56.834263 35.00000,165.64000,-0.19763,0.05059,0.20400,0.34700,0.01200,0.42200,0.95800,237.83676,80.46000,0.04602 99 -0.08091,0.08198,-0.03407 -0.11035,-0.17822,0.98065 -0.12450,-0.20250,-0.59100 -0.08091,0.08198,-0.03407 -0.11035,-0.17822,0.98065 -0.13536,-0.21360,-0.58708 0.01384,0.00090,0.06022
06/24/24 13:40:56.878410 35.00000,165.64000,-0.19763,0.05059,0.20400,0.34700,0.01200,0.42200,0.95800,237.83676,80.46000,0.04602 99 -0.04578,0.06175,-0.02981 -0.10754,-0.16370,0.96130 -0.12600,-0.19950,-0.58950 -0.04578,0.06175,-0.02981 -0.10754,-0.16370,0.96130 -0.13462,-0.21283,-0.58712 0.00795,-0.02018,0.04858
06/24/24 13:40:56.922192 35.00000,165.64000,-0.19763,0.05059,0.20400,0.34700,0.01200,0.42200,0.95800,237.83676,80.46000,0.04602 99 -0.06707,0.06388,-0.03087 -0.11450,-0.18744,0.97760 -0.12600,-0.20550,-0.58650 -0.06707,0.06388,-0.03087 -0.11450,-0.18744,0.97760 -0.13385,-0.21190,-0.58717 0.01380,-0.00049,0.06881
06/24/24 13:40:56.966412 35.00000,165.64000,-0.19763,0.05059,0.20400,0.34700,0.01200,0.42200,0.95800,237.83676,80.46000,0.04602 99 -0.05749,0.05004,-0.00852 -0.11829,-0.17529,0.96167 -0.12300,-0.20550,-0.58950 -0.05749,0.05004,-0.00852 -0.11829,-0.17529,0.96167 -0.13332,-0.21135,-0.58729 0.00307,-0.01735,0.06255
06/24/24 13:40:57.009956 35.00000,165.64000,-0.19763,0.05059,0.20400,0.34700,0.01200,0.42200,0.95800,237.83676,80.46000,0.04602 99 -0.05323,0.05749,-0.00639 -0.12531,-0.17554,0.97131 -0.12000,-0.20100,-0.58500 -0.05323,0.05749,-0.00639 -0.12531,-0.17554,0.97131 -0.13241,-0.21064,-0.58743 -0.00349,-0.00710,0.06402
06/24/24 13:40:57.054256 35.00000,165.64000,-0.19763,0.05059,0.20400,0.34700,0.01200,0.42200,0.95800,237.83676,80.46000,0.04602 99 -0.04152,0.03833,0.02129 -0.11462,-0.17218,0.95923 -0.11700,-0.20250,-0.58350 -0.04152,0.03833,0.02129 -0.11462,-0.17218,0.95923 -0.13181,-0.20998,-0.58745 0.00358,-0.02037,0.05678
06/24/24 13:40:57.098389 35.00000,165.64000,-0.19763,0.05059,0.20400,0.34700,0.01200,0.42200,0.95800,237.83676,80.46000,0.04602 99 -0.05323,0.03300,0.02662 -0.11627,-0.17505,0.97662 -0.12150,-0.19650,-0.58950 -0.05323,0.03300,0.02662 -0.11627,-0.17505,0.97662 -0.13085,-0.20914,-0.58758 0.00301,-0.00265,0.05683
06/24/24 13:40:57.141911 35.00000,165.64000,-0.19763,0.05059,0.20400,0.34700,0.01200,0.42200,0.95800,237.83676,80.46000,0.04602 99 -0.03300,0.01065,0.02449 -0.11957,-0.17896,0.96252 -0.12150,-0.19800,-0.58950 -0.03300,0.01065,0.02449 -0.11957,-0.17896,0.96252 -0.13008,-0.20828,-0.58765 0.00182,-0.01576,0.06365
06/24/24 13:40:57.186214 35.00000,165.64000,-0.19763,0.05059,0.20400,0.34700,0.01200,0.42200,0.95800,237.83676,80.46000,0.04602 99 -0.04897,0.00958,0.03407 -0.11639,-0.18329,0.96820 -0.11850,-0.19350,-0.58800 -0.04897,0.00958,0.03407 -0.11639,-0.18329,0.96820 -0.12932,-0.20709,-0.58776 0.00605,-0.00987,0.06446
06/24/24 13:40:57.229782 35.00000,165.64000,-0.19763,0.05059,0.20400,0.34700,0.01200,0.42200,0.95800,237.83676,80.46000,0.04602 99 -0.02555,0.00106,0.02129 -0.12219,-0.18585,0.97198 -0.12450,-0.19950,-0.59700 -0.02555,0.00106,0.02129 -0.12219,-0.18585,0.97198 -0.12852,-0.20648,-0.58822 0.00195,-0.00528,0.06890
06/24/24 13:40:57.273880 35.00000,165.64000,-0.19763,0.05059,0.20400,0.34700,0.01200,0.42200,0.95800,237.83676,80.46000,0.04602 99 0.00213,0.01384,0.03726 -0.12006,-0.18689,0.97711 -0.11850,-0.19800,-0.59850 0.00213,0.01384,0.03726 -0.12006,-0.18689,0.97711 -0.12774,-0.20585,-0.58861 0.00451,-0.00032,0.06860
06/24/24 13:40:57.318150 35.00000,165.64000,-0.19763,0.05059,0.20400,0.34700,0.01200,0.42200,0.95800,237.83676,80.46000,0.04602 99 0.02981,-0.02342,0.02874 -0.11969,-0.20325,0.96246 -0.12300,-0.19350,-0.59100 0.02981,-0.02342,0.02874 -0.11969,-0.20325,0.96246 -0.12696,-0.20517,-0.58891 0.01389,-0.01283,0.08532
06/24/24 13:40:57.361691 35.00000,165.64000,-0.19763,0.05059,0.20400,0.34700,0.01200,0.42200,0.95800,237.83676,80.46000,0.04602 99 0.01065,-0.02129,0.02662 -0.11237,-0.18060,0.96429 -0.12750,-0.19800,-0.59850 0.01065,-0.02129,0.02662 -0.11237,-0.18060,0.96429 -0.12676,-0.20429,-0.58924 0.00756,-0.01457,0.06304
06/24/24 13:40:57.408012 35.00000,165.64000,-0.19763,0.05059,0.20400,0.34700,0.01200,0.42200,0.95800,237.83676,80.46000,0.04602 99 -0.02023,-0.01597,0.01703 -0.11792,-0.18213,0.95850 -0.11400,-0.20550,-0.59250 -0.02023,-0.01597,0.01703 -0.11792,-0.18213,0.95850 -0.12625,-0.20388,-0.58939 0.00310,-0.01961,0.06801
06/24/24 13:40:57.451550 35.00000,165.64000,-0.19763,0.05059,0.20400,0.34700,0.01200,0.42200,0.95800,237.83676,80.46000,0.04602 99 -0.01597,-0.02236,0.02023 -0.13092,-0.20300,0.96283 -0.12150,-0.20100,-0.58800 -0.01597,-0.02236,0.02023 -0.13092,-0.20300,0.96283 -0.12570,-0.20349,-0.58941 0.00303,-0.01151,0.09096
06/24/24 13:40:57.495605 35.00000,165.64000,-0.19763,0.05059,0.20400,0.34700,0.01200,0.42200,0.95800,237.83676,80.46000,0.04602 99 0.01065,-0.00319,0.02129 -0.12451,-0.18713,0.96014 -0.12150,-0.19800,-0.59400 0.01065,-0.00319,0.02129 -0.12451,-0.18713,0.96014 -0.12536,-0.20306,-0.58960 -0.00003,-0.01669,0.07421
06/24/24 13:40:57.539883 35.00000,165.64000,-0.19763,0.05059,0.20400,0.34700,0.01200,0.42200,0.95800,237.83676,80.46000,0.04602 99 -0.04578,0.00106,0.04152 -0.11450,-0.19354,0.96130 -0.12450,-0.19500,-0.59400 -0.04578,0.00106,0.04152 -0.11450,-0.19354,0.96130 -0.12514,-0.20249,-0.59011 0.01201,-0.01546,0.07217
06/24/24 13:40:57.583424 35.00000,165.64000,-0.19763,0.05059,0.20400,0.34700,0.01200,0.42200,0.95800,237.83676,80.46000,0.04602 99 -0.02129,0.03726,0.04152 -0.12323,-0.19159,0.96832 -0.12000,-0.19200,-0.59100 -0.02129,0.03726,0.04152 -0.12323,-0.19159,0.96832 -0.12472,-0.20171,-0.59012 0.00433,-0.00788,0.07220
06/24/24 13:40:57.627525 35.00000,165.64000,-0.19763,0.05059,0.20400,0.34700,0.01200,0.42200,0.95800,237.83676,80.46000,0.04602 99 -0.04258,0.03087,0.03726 -0.12695,-0.19330,0.95990 -0.11400,-0.19050,-0.58650 -0.04258,0.03087,0.03726 -0.12695,-0.19330,0.95990 -0.12403,-0.20116,-0.59004 0.00287,-0.01550,0.07505
06/24/24 13:40:57.671818 35.00000,165.64000,-0.19763,0.05059,0.20400,0.34700,0.01200,0.42200,0.95800,237.83676,80.46000,0.04602 99 -0.03939,0.03620,0.05962 -0.13092,-0.19684,0.96863 -0.11550,-0.19650,-0.59250 -0.03939,0.03620,0.05962 -0.13092,-0.19684,0.96863 -0.12348,-0.20078,-0.59036 0.00196,-0.00587,0.07630
06/24/24 13:40:57.715324 35.00000,165.64000,-0.19763,0.05059,0.20400,0.34700,0.01200,0.42200,0.95800,237.83676,80.46000,0.04602 99 -0.04152,0.02236,0.06281 -0.12891,-0.19049,0.96240 -0.12150,-0.19500,-0.59400 -0.04152,0.02236,0.06281 -0.12891,-0.19049,0.96240 -0.12321,-0.20002,-0.59048 0.00048,-0.01289,0.06885
06/24/24 13:40:57.759434 35.00000,165.64000,-0.19763,0.05059,0.20400,0.34700,0.01200,0.42200,0.95800,237.83676,80.46000,0.04602 99 -0.03087,0.02236,0.03513 -0.12372,-0.19818,0.96820 -0.12300,-0.19350,-0.59400 -0.03087,0.02236,0.03513 -0.12372,-0.19818,0.96820 -0.12288,-0.19971,-0.59090 0.00917,-0.00650,0.06973
06/24/24 13:40:57.803146 35.00000,165.64000,-0.19763,0.05059,0.20400,0.34700,0.01200,0.42200,0.95800,237.83676,80.46000,0.04602 99 0.00426,0.00319,0.04046 -0.12909,-0.19934,0.96545 -0.12150,-0.19500,-0.58800 0.00426,0.00319,0.04046 -0.12909,-0.19934,0.96545 -0.12270,-0.19912,-0.59107 0.00580,-0.00849,0.07339
06/24/24 13:40:57.847256 35.00000,165.64000,-0.19763,0.05059,0.20400,0.34700,0.01200,0.42200,0.95800,237.83676,80.46000,0.04602 99 -0.01384,-0.00852,0.01916 -0.11725,-0.19043,0.96130 -0.10950,-0.19050,-0.59250 -0.01384,-0.00852,0.01916 -0.11725,-0.19043,0.96130 -0.12227,-0.19888,-0.59128 0.01066,-0.01489,0.05975
06/24/24 13:40:57.891403 35.00000,165.64000,-0.19763,0.05059,0.20400,0.34700,0.01200,0.42200,0.95800,237.83676,80.46000,0.04602 99 -0.01065,0.00106,0.02129 -0.12921,-0.18860,0.96985 -0.11700,-0.19200,-0.59100 -0.01065,0.00106,0.02129 -0.12921,-0.18860,0.96985 -0.12161,-0.19835,-0.59135 -0.00061,-0.00559,0.06336
06/24/24 13:40:57.935108 35.00000,165.64000,-0.19763,0.05059,0.20400,0.34700,0.01200,0.42200,0.95800,237.83676,80.46000,0.04602 99 -0.00213,0.00213,-0.00745 -0.12482,-0.19012,0.96582 -0.11100,-0.19200,-0.59100 -0.00213,0.00213,-0.00745 -0.12482,-0.19012,0.96582 -0.12121,-0.19761,-0.59123 0.00350,-0.00973,0.06242
06/24/24 13:40:57.979198 35.00000,165.64000,-0.19763,0.05059,0.20400,0.34700,0.01200,0.42200,0.95800,237.83676,80.46000,0.04602 99 0.04578,-0.00319,-0.00852 -0.13300,-0.19318,0.95685 -0.11850,-0.18900,-0.58800 0.04578,-0.00319,-0.00852 -0.13300,-0.19318,0.95685 -0.12083,-0.19709,-0.59130 -0.00119,-0.01741,0.07124
06/24/24 13:40:58.022713 35.00000,165.64000,-0.19763,0.05059,0.20400,0.34700,0.01200,0.42200,0.95800,237.83676,80.46000,0.04602 99 0.02874,0.01065,-0.00639 -0.13037,-0.19110,0.95166 -0.11850,-0.19350,-0.59550 0.02874,0.01065,-0.00639 -0.13037,-0.19110,0.95166 -0.12045,-0.19664,-0.59142 0.00028,-0.02304,0.06879
